draws,first_name,height,last_name,losses,reach,stance,url,weight,wins,fighter_id,SApM,SLpM,Str. Acc.,Str. Def,Sub. Avg.,TD Acc.,TD Avg.,TD Def.
0,John,"5' 8""",Donaldson,2,--,,1c610f900f9884ab,145 lbs.,2,665,4.22,1.21,23%,51%,0.0,0%,0.00,0%
0,Cody,"6' 3""",Donovan,5,"74.0""",Orthodox,7bc96507e4b38d3b,205 lbs.,8,666,5.44,5.61,59%,45%,1.7,28%,1.67,0%
0,Houston,"6' 1""",Dorr,2,--,Orthodox,312f47c3d2f83ffa,210 lbs.,1,667,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Rafael,"5' 8""",Dos Anjos,9,"70.0""",Southpaw,6a2f7c151031653d,170 lbs.,28,668,3.11,3.67,44%,64%,0.7,40%,2.14,66%
0,Junior,"6' 4""",Dos Santos,5,"77.0""",Orthodox,63def5a5662a6917,238 lbs.,18,669,3.32,4.89,49%,55%,0.1,62%,0.41,80%
0,Geronimo,"6' 3""",dos Santos,14,--,Orthodox,b51f6791c794e289,264 lbs.,31,670,8.73,1.09,33%,41%,0.0,0%,0.00,33%
0,Antonio,"5' 10""",Dos Santos,3,"72.0""",Orthodox,81b8b3fb019dc69d,185 lbs.,6,671,3.94,5.40,51%,43%,0.0,0%,0.00,100%
2,Tiago,"5' 9""",Trator,6,"70.0""",Orthodox,8ce87f7e3a9baed2,145 lbs.,20,672,4.23,3.69,35%,59%,0.3,11%,0.63,33%
0,David,"5' 11""",Douglas,3,--,,7cf0944b88966118,155 lbs.,8,673,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Damion,--,Douglas,1,--,,ce3b669e39418414,170 lbs.,4,674,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,John,--,Dowdy,2,--,,e780ccc79a209985,--,0,675,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Jordan,--,Dowdy,3,--,,0d9312337fdce39a,170 lbs.,2,676,2.63,2.11,44%,50%,0.0,0%,0.00,0%
0,Danny,"6' 0""",Downes,3,"72.0""",Orthodox,a66395395b5f1394,155 lbs.,8,677,3.53,1.66,34%,37%,0.5,0%,0.00,37%
0,Derek,"6' 1""",Downey,4,--,Orthodox,b05086131c6f5dc5,185 lbs.,11,678,3.36,0.32,100%,12%,0.0,16%,2.40,0%
0,John,"5' 11""",Doyle,20,--,Orthodox,0509b954421bb327,205 lbs.,11,679,10.51,3.50,44%,27%,0.0,0%,0.00,0%
0,Edson,"6' 4""",Drago,4,--,Orthodox,f9c7fe2682af3802,220 lbs.,9,680,2.39,1.16,40%,36%,0.0,0%,0.00,55%
0,Chris,"5' 8""",Drumm,1,--,,5fd834edd92c9e50,145 lbs.,0,681,0.00,0.00,0%,0%,0.0,0%,0.00,0%
1,Tomasz,"6' 1""",Drwal,4,"76.0""",Orthodox,679a9054e2815943,205 lbs.,19,682,2.26,3.29,38%,57%,0.4,60%,3.55,82%
0,Robert,"6' 3""",Drysdale,0,"78.0""",Orthodox,d2a9be6bf2de624c,205 lbs.,6,683,0.00,0.00,0%,0%,21.9,100%,7.32,0%
0,Hugo,"6' 0""",Duarte,3,--,Orthodox,706404da0775dcbc,240 lbs.,6,684,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Antonio,"5' 7""",Duarte,4,--,,29b5d32584e02d8d,135 lbs.,15,685,4.18,4.55,40%,57%,0.0,0%,0.00,60%
0,Joe,--,Duarte,3,--,,454c3e9d4cd4a1b3,155 lbs.,10,686,4.00,2.27,38%,53%,1.0,50%,3.00,69%
0,Milana,"5' 3""",Dudieva,5,"61.0""",Orthodox,072a10e85f7d4bff,135 lbs.,11,687,3.43,0.87,31%,58%,0.0,45%,2.34,0%
0,Adin,"5' 6""",Duenas,1,--,,cb6c45b26b0a877a,145 lbs.,6,688,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Todd,"6' 3""",Duffee,3,"79.0""",Orthodox,bda04c573563cc2e,260 lbs.,9,689,2.61,5.58,35%,60%,0.0,0%,0.00,90%
0,Joe,"5' 10""",Duffy,3,"73.0""",Orthodox,654ae722109a0d31,155 lbs.,16,690,3.45,3.07,34%,58%,1.0,100%,0.66,71%
0,Alexis,"5' 9""",Dufresne,4,"68.0""",Orthodox,4ae4049426e0161d,135 lbs.,5,691,3.33,1.33,27%,60%,0.0,50%,1.50,50%
0,Jessamyn,"5' 11""",Duke,3,"73.0""",,a7ddae0be8b78147,135 lbs.,3,692,4.43,4.83,53%,57%,1.9,36%,1.27,50%
0,Kelly,"5' 8""",Dullanty,2,--,Orthodox,1a225f04aa6e0739,155 lbs.,4,693,0.67,0.00,0%,75%,0.0,0%,0.00,66%
1,Evan,"5' 10""",Dunham,7,"70.0""",Southpaw,e5c9de15bb58b1c6,155 lbs.,18,694,3.56,5.46,39%,61%,1.0,32%,1.84,80%
0,Alex,"5' 8""",Dunworth,2,--,,31732a614e7a3d1d,155 lbs.,2,695,8.71,1.94,31%,35%,0.0,0%,0.00,50%
0,Tom,"5' 7""",Duquesnoy,2,"68.0""",Orthodox,e979c76341f19b22,135 lbs.,16,696,5.30,3.83,45%,62%,0.0,25%,0.42,46%
1,Reuben,"5' 7""",Duran,5,"69.0""",Orthodox,4417980b3e798abf,135 lbs.,8,697,2.61,3.19,49%,50%,0.7,23%,0.98,25%
1,Luiz,"5' 11""",Dutra,4,"71.0""",Orthodox,2153a7f8396a46cc,170 lbs.,11,698,4.80,3.92,50%,41%,0.0,0%,0.00,100%
0,Bill,"6' 2""",Duvall,2,--,Southpaw,7df4d3c38792b083,185 lbs.,1,699,2.40,0.00,0%,40%,0.0,0%,0.00,0%
0,Merab,"5' 6""",Dvalishvili,3,"68.0""",Orthodox,c03520b5c88ed6b4,135 lbs.,7,700,3.87,3.13,39%,45%,0.0,47%,11.00,100%
0,Matt,"6' 4""",Dwyer,4,"76.0""",Orthodox,8f0d576beba1cfcd,170 lbs.,8,701,3.24,2.57,34%,54%,0.0,10%,0.44,60%
1,Rolando,"5' 8""",Dy,6,"69.0""",Orthodox,55ed59d541f8b90c,145 lbs.,9,702,2.95,2.35,37%,52%,0.0,20%,0.38,64%
0,Ben,"5' 8""",Earwood,3,--,Orthodox,ee457ef1e1c326c1,170 lbs.,12,703,0.20,0.50,55%,33%,0.0,100%,3.00,0%
0,Cody,"6' 3""",East,3,"74.0""",Orthodox,5713c1d2fac539ac,245 lbs.,12,704,7.32,4.15,43%,40%,0.0,100%,3.97,16%
1,Marvin,"5' 9""",Eastman,14,"73.0""",Orthodox,05866d8c3a321856,185 lbs.,17,705,3.92,2.21,35%,42%,0.0,33%,1.38,81%
0,Mike,"5' 6""",Easton,5,"70.0""",Southpaw,bc7230f231701d66,135 lbs.,13,706,4.28,3.51,37%,61%,0.0,22%,0.75,66%
0,Maurice,"5' 7""",Eazel,15,--,,4acb99524a9a81ab,135 lbs.,7,707,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Vincent,"5' 11""",Eazelle,2,--,,ec421d5de0aea624,155 lbs.,9,708,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Ross,"5' 9""",Ebanez,8,--,Southpaw,a5b0bd216d8ba84e,154 lbs.,20,709,0.74,0.74,50%,62%,0.0,100%,3.70,0%
1,Brian,"6' 0""",Ebersole,17,"73.0""",Southpaw,32ba186f4b0e3267,170 lbs.,51,710,2.14,2.32,49%,56%,0.1,23%,1.70,61%
0,Mark,"5' 8""",Eddiva,3,"68.0""",Orthodox,40ff198adda94b9f,145 lbs.,6,711,2.98,3.37,45%,54%,0.0,22%,1.45,63%
1,Frankie,"5' 6""",Edgar,6,"68.0""",Orthodox,f2688492b9a525a3,145 lbs.,21,712,2.18,3.58,40%,70%,0.4,35%,2.56,65%
0,Abdul-Kerim,"6' 2""",Edilov,4,"78.0""",Orthodox,37e03538c960bac6,205 lbs.,17,713,0.13,10.22,61%,92%,2.0,100%,3.98,0%
0,Johnny,"5' 7""",Eduardo,11,"71.0""",Orthodox,528c24b99fbaab79,135 lbs.,28,714,3.17,2.58,37%,62%,0.6,0%,0.00,62%
1,Yves,"5' 9""",Edwards,22,"73.0""",Southpaw,5f04e3d58d9ce982,155 lbs.,42,715,2.34,2.91,42%,66%,0.7,53%,0.76,69%
0,Justin,"5' 10""",Edwards,5,"70.0""",Orthodox,e56daf7725a0b5ab,155 lbs.,9,716,3.32,2.68,42%,51%,1.0,26%,2.14,27%
0,Leon,"6' 0""",Edwards,3,"74.0""",Southpaw,f1fac969a1d70b08,170 lbs.,15,717,1.90,2.17,47%,56%,0.6,32%,1.52,67%
0,Tom,"5' 11""",Egan,3,--,Orthodox,eae4aec1a5a8ff01,170 lbs.,5,718,3.91,0.00,0%,50%,0.0,0%,0.00,28%
1,Justin,"6' 1""",Eilers,7,--,Orthodox,27fc9218a3653e3c,235 lbs.,19,719,6.56,1.78,30%,47%,0.0,0%,0.00,0%
0,Jon Olav,"6' 6""",Einemo,3,--,Orthodox,0577808d22dfe79c,253 lbs.,6,720,3.05,2.15,52%,52%,0.0,55%,1.73,43%
1,Per,"5' 10""",Eklund,5,"72.0""",Orthodox,58bc81376286b3d3,155 lbs.,14,721,2.38,2.07,61%,67%,3.6,11%,2.07,50%
0,John,--,Elam,0,--,,22d80fb67e50ab0b,--,2,722,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,John Paul,"6' 4""",Elias,1,--,,e873203fd50542f6,205 lbs.,3,723,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Saul,"5' 7""",Elizondo,8,--,,e295b96f135d758a,135 lbs.,6,724,4.93,2.07,30%,48%,1.0,100%,2.00,66%
0,Darren,"5' 10""",Elkins,5,"71.0""",Orthodox,92a9aa9c93192871,145 lbs.,25,725,2.40,3.14,36%,56%,1.5,36%,2.76,50%
0,Jake,"5' 9""",Ellenberger,13,"71.0""",Orthodox,d81ac739417d7f53,170 lbs.,31,726,2.73,2.43,38%,61%,0.4,47%,2.10,86%
0,Joe,"5' 9""",Ellenberger,2,"72.0""",Orthodox,8e8e4487c621aa1c,155 lbs.,15,727,3.45,1.62,47%,48%,1.1,40%,3.17,0%
1,Tim,"5' 7""",Elliott,8,"66.0""",Southpaw,c96d9178c9ed9e62,135 lbs.,16,728,2.30,3.41,45%,62%,1.4,65%,4.26,50%
1,Eddy,"5' 9""",Ellis,15,--,Orthodox,e60d773a0a42048a,170 lbs.,16,729,1.53,3.40,69%,68%,2.0,66%,4.00,50%
0,Lisa,"5' 4""",Ellis,10,"62.0""",,77350fd0e6d1dba8,115 lbs.,15,730,2.32,1.68,48%,57%,0.6,63%,4.19,50%
0,Anna,"5' 3""",Elmose,2,"65.0""",Orthodox,1536a25e16fc299b,115 lbs.,3,731,4.64,3.68,49%,56%,0.0,0%,0.00,33%
0,Aaron,"5' 8""",Ely,2,--,,1741343f0ca34dd5,135 lbs.,5,732,0.66,0.82,15%,69%,4.9,100%,2.47,50%
0,Ramazan,"5' 10""",Emeev,3,"76.0""",Southpaw,abd5fb12437eda21,185 lbs.,16,733,1.93,2.53,53%,58%,0.0,11%,1.00,0%
0,Aleksander,"6' 6""",Emelianenko,4,--,Orthodox,f54200f1dfb9b5d4,255 lbs.,17,734,1.70,2.75,41%,65%,0.9,72%,2.32,66%
0,Fedor,"6' 0""",Emelianenko,4,"74.0""",Orthodox,b8da6f5c80ae2d15,230 lbs.,34,735,1.00,3.18,51%,63%,1.9,63%,2.00,82%
0,Rob,"5' 9""",Emerson,10,"70.0""",Orthodox,dc0f07928009a127,155 lbs.,11,736,2.83,2.50,30%,64%,0.4,52%,2.02,65%
0,Josh,"5' 6""",Emmett,2,"70.0""",Orthodox,fba03cd6cc28dc41,145 lbs.,13,737,3.64,3.89,37%,63%,0.2,52%,1.90,50%
0,Marius,"5' 11""",Enache,3,--,,e3f443e4cbc3da8f,155 lbs.,3,738,0.66,1.71,34%,84%,3.9,100%,3.94,0%
0,Kevin,"6' 2""",Engel,1,--,,d2f310b5b072e986,170 lbs.,4,739,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Oliver,"6' 0""",Enkamp,2,"77.0""",Switch,330bafba312face4,170 lbs.,7,740,3.55,2.38,36%,37%,0.0,16%,0.87,0%
0,Alex,"5' 10""",Enlund,2,"73.0""",Orthodox,d238217e0f8ea8e1,145 lbs.,14,741,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Ian,"5' 5""",Entwistle,3,"64.0""",Orthodox,d7adfcfdf7c6c1f8,135 lbs.,9,742,7.36,0.11,7%,31%,12.1,0%,0.00,0%
0,Andy,"6' 3""",Enz,3,"78.0""",Orthodox,993d385f5a475375,185 lbs.,8,743,5.32,3.51,23%,57%,0.0,0%,0.00,58%
1,Won Jin,"5' 7""",Eoh,5,--,Orthodox,bc7cf284c1c2f16e,160 lbs.,5,744,3.58,3.74,44%,46%,0.0,0%,0.00,50%
0,Josh,--,Epps,4,--,,984b0c4c6e773a1c,130 lbs.,3,745,0.00,0.00,0%,0%,0.0,0%,0.00,0%
1,Tom,"6' 3""",Erikson,4,--,Orthodox,7b9a85e5ff31ef47,280 lbs.,9,746,1.87,0.94,47%,25%,6.2,60%,4.68,100%
0,Konstantin,"5' 11""",Erokhin,3,"73.0""",Orthodox,22061ff217907c78,230 lbs.,9,747,1.83,1.07,36%,47%,0.0,0%,0.00,70%
0,Julian,"6' 1""",Erosa,4,"75.0""",Southpaw,902ec2cc48c8ae8a,145 lbs.,15,748,3.84,3.74,50%,53%,1.5,75%,2.19,75%
0,Nick,"5' 9""",Ertl,6,--,,74061adb224be3cc,155 lbs.,8,749,2.53,2.13,69%,41%,0.0,50%,3.00,0%
0,Chel,"6' 0""",Erwin-Davis,1,--,,c26ea30823f37316,170 lbs.,2,750,1.13,4.06,54%,61%,1.4,100%,4.25,50%
0,Bobby,--,Escalante,3,--,,f7ede18b4ec4ec1f,130 lbs.,3,751,0.00,0.00,0%,0%,0.0,0%,0.00,0%
1,Eric,"5' 11""",Esch,10,--,Orthodox,0e4daed84a8f39a6,350 lbs.,14,752,1.74,3.07,71%,43%,2.0,0%,0.00,0%
0,Pro,--,Escobedo,0,--,,b36874652ed7715d,205 lbs.,1,753,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Cole,"5' 7""",Escovedo,8,"72.0""",Orthodox,5df17b3620145578,135 lbs.,17,754,4.85,1.82,45%,45%,0.0,40%,0.55,10%
0,Efrain,"5' 9""",Escudero,11,"70.0""",Orthodox,83fd97284f4bb4a4,155 lbs.,25,755,2.30,2.92,44%,63%,0.8,40%,1.31,66%
0,Evan,--,Esguerra,4,--,,ed220e87bef0cc64,145 lbs.,3,756,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Carla,"5' 1""",Esparza,4,"63.0""",,d910665038efc639,115 lbs.,14,757,2.86,2.40,37%,58%,0.6,35%,4.27,77%
0,Jordan,"5' 6""",Espinosa,5,"71.0""",Orthodox,215a70f073a7b726,125 lbs.,10,758,3.61,5.06,63%,54%,10.8,0%,0.00,100%
0,Jodie,"5' 3""",Esquibel,3,"64.0""",Orthodox,411539901068522f,115 lbs.,6,759,8.47,4.33,37%,61%,0.0,0%,0.00,50%
0,Terry,"6' 1""",Etim,5,"73.0""",Orthodox,33011768c3c4dc9a,155 lbs.,15,760,2.53,2.16,35%,67%,1.4,30%,0.43,39%
0,Fred,"6' 0""",Ettish,1,--,Southpaw,8d5daf67983b65ba,180 lbs.,1,761,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Scott,--,Ettling,2,--,,74b5736f1df40be3,135 lbs.,4,762,0.54,0.00,0%,83%,0.0,100%,8.04,0%
0,Sijara,"5' 4""",Eubanks,2,"67.0""",,4234f0097c83fa62,125 lbs.,3,763,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Billy,"5' 8""",Evangelista,2,"68.0""",Orthodox,9766ed20b68c7c33,155 lbs.,11,764,3.96,4.51,40%,61%,0.2,19%,1.60,61%
1,Rashad,"6' 0""",Evans,7,"75.0""",Orthodox,ee779c43a8926d52,185 lbs.,24,765,2.41,2.14,37%,63%,0.0,45%,2.99,73%
0,Doug,"5' 9""",Evans,9,--,Orthodox,d3de4a24f7eefac8,155 lbs.,13,766,2.55,1.79,35%,55%,0.6,83%,3.19,69%
0,Ashlee,"5' 8""",Evans-Smith,3,"67.0""",Orthodox,fc6e681bf6658faf,125 lbs.,6,767,3.70,4.97,37%,61%,0.0,27%,1.14,66%
0,Dan,"6' 3""",Evensen,4,--,Orthodox,dd8aec6de7035943,250 lbs.,11,768,3.86,0.27,10%,38%,4.0,0%,0.00,0%
0,Tonya,"5' 7""",Evinger,6,"70.0""",Orthodox,b12a1d19ee383b7c,145 lbs.,19,769,3.15,1.38,39%,46%,1.5,40%,1.01,28%
0,Neal,--,Ewing,0,--,,0798f558681d0eb5,185 lbs.,6,770,1.93,2.27,60%,48%,0.0,62%,5.00,0%
0,Jessica,"5' 6""",Eye,6,"66.0""",Orthodox,f72465a784c1b084,125 lbs.,12,771,3.31,3.27,37%,58%,0.9,80%,0.54,60%
0,Edward,--,Faaloloto,3,"70.0""",,6224e8d0a34264eb,155 lbs.,2,772,6.25,2.28,32%,44%,0.0,25%,1.01,33%
0,Urijah,"5' 6""",Faber,10,"67.0""",Orthodox,78114b7199cef90c,135 lbs.,34,773,2.51,2.66,41%,65%,0.9,31%,1.59,60%
2,Melinda,"5' 6""",Fabian,3,"66.0""",,8c020156779f7888,125 lbs.,4,774,3.13,3.27,41%,41%,0.0,0%,0.00,100%
0,Wagnney,"5' 6""",Fabiano,3,"69.0""",Southpaw,40389d39a92f5bfa,145 lbs.,14,775,0.66,1.19,38%,70%,0.4,64%,3.44,100%
0,Bartosz,"6' 0""",Fabinski,2,"75.0""",Orthodox,e17ac6410c8377f4,185 lbs.,13,776,0.77,2.20,71%,50%,0.0,72%,8.00,100%
0,Ron,"5' 9""",Faircloth,20,--,Orthodox,453ee00c3e1ae9dd,205 lbs.,33,777,8.90,0.39,40%,42%,0.0,0%,0.00,0%
0,Jason,"6' 1""",Fairn,5,--,,adea9f0090aa8e14,230 lbs.,4,778,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Maiquel,"5' 11""",Falcao,4,--,Orthodox,d58478ded5534695,185 lbs.,28,779,0.53,1.67,55%,86%,3.0,100%,1.00,71%
0,Brodie,"6' 1""",Farber,6,--,Orthodox,91d73ee59347ac16,170 lbs.,14,780,2.17,1.69,45%,53%,0.9,50%,0.90,20%
0,Joao Paulo,"5' 9""",Faria,1,--,,04e9955f33e0c267,155 lbs.,1,781,2.09,6.69,64%,85%,1.2,50%,1.25,0%
1,Kalindra,"5' 7""",Faria,7,--,Switch,27b164b0d1833df0,125 lbs.,18,782,1.56,2.12,51%,48%,0.8,50%,0.84,20%
0,Chance,"5' 9""",Farrar,3,--,Southpaw,49c7236c737d7e59,145 lbs.,8,783,2.21,0.81,22%,67%,0.0,100%,3.02,0%
0,Kelly,"5' 8""",Faszholz,2,"67.0""",Orthodox,9c42a0de8e012870,135 lbs.,3,784,3.61,4.01,48%,52%,0.0,0%,0.00,44%
3,Rodney,"6' 0""",Faverus,19,--,Southpaw,5af26b3201690d29,215 lbs.,25,785,1.60,2.30,53%,54%,0.0,100%,4.50,25%
0,Paul,"5' 11""",Felder,3,"70.0""",Orthodox,e5010b1b94ca5755,155 lbs.,15,786,2.80,3.49,43%,52%,0.4,37%,0.40,60%
0,Carlos,"6' 0""",Felipe,0,--,,a2ea77e974c5889f,245 lbs.,8,787,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,JP,--,Felty,2,--,,954e3f4e2b0e6510,170 lbs.,1,788,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Kevin,"6' 2""",Ferguson,2,--,Orthodox,27541033b97c076d,235 lbs.,5,789,3.41,2.30,50%,38%,1.2,72%,3.10,36%
0,Rhadi,"5' 7""",Ferguson,0,--,,15f4550e017f6c7d,205 lbs.,3,790,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Tony,"5' 11""",Ferguson,3,"76.0""",Orthodox,22a92d7f62195791,155 lbs.,24,791,3.48,5.09,42%,64%,1.6,42%,0.64,76%
0,Josh,"5' 5""",Ferguson,5,"66.0""",Orthodox,b0f316c60f8d3b47,125 lbs.,7,792,4.18,2.13,43%,32%,0.0,11%,0.59,54%
3,CJ,"6' 2""",Fernandes,8,--,,979f7edbb6980b0d,170 lbs.,14,793,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Bibiano,"5' 7""",Fernandes,3,--,Orthodox,cbc071cb20ea59c7,139 lbs.,10,794,2.02,2.91,40%,72%,0.6,53%,3.97,77%
0,Alexandre,"5' 7""",Ferreira,6,--,Orthodox,28ba5f27e473420c,205 lbs.,18,795,8.14,2.57,60%,42%,0.0,0%,0.00,0%
0,Cezar,"6' 1""",Ferreira,6,"78.0""",Southpaw,dbc17725b887860a,185 lbs.,13,796,2.01,1.87,41%,57%,0.5,63%,2.59,93%
0,Diego,"5' 9""",Ferreira,2,"74.0""",Orthodox,f53d4f21d1b5f2dc,155 lbs.,13,797,3.08,3.86,38%,53%,1.0,11%,0.35,62%
0,Scott,"5' 11""",Ferrozzo,2,--,Orthodox,977081bc01197656,323 lbs.,4,798,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Drew,"5' 10""",Fickett,16,"70.0""",Orthodox,d814f5192e58fb2f,155 lbs.,41,799,2.29,2.33,41%,57%,2.2,35%,1.30,30%
0,Scott,"6' 4""",Fiedler,1,--,Orthodox,0ec821423baa26bd,235 lbs.,0,800,0.00,0.00,0%,0%,0.0,0%,0.00,0%
1,Ron,"6' 2""",Fields,30,--,Orthodox,6e380a4d73ab4f0e,200 lbs.,25,801,2.64,0.33,33%,11%,0.0,0%,0.00,0%
0,Deiveson,"5' 5""",Figueiredo,0,"68.0""",Orthodox,aa72b0f831d0bfe5,125 lbs.,14,802,1.59,1.94,49%,55%,4.3,55%,2.17,41%
1,Anthony,"5' 4""",Figueroa,6,--,Orthodox,daff32bc96d1eabf,135 lbs.,5,803,3.77,2.37,48%,49%,0.0,0%,0.00,58%
0,Edwin,"5' 7""",Figueroa,4,"69.0""",Orthodox,bbfca6d5c27d9cd8,135 lbs.,9,804,3.06,2.57,39%,51%,0.6,100%,0.20,37%
2,Paulo,"5' 8""",Filho,4,--,Southpaw,2abdead94ce73552,185 lbs.,22,805,1.67,1.86,48%,66%,1.6,32%,2.40,42%
0,Andre,"5' 11""",Fili,5,"74.0""",Orthodox,8fd808923cffff82,145 lbs.,18,806,3.64,3.90,37%,55%,0.1,45%,2.91,67%
2,Mirko,"6' 2""",Cro Cop,11,"73.0""",Southpaw,c32fb8c0f6471a4d,230 lbs.,31,807,1.89,2.11,50%,63%,0.3,40%,0.19,78%
0,Brady,"6' 0""",Fink,3,--,Orthodox,997b4f52f76a0b53,183 lbs.,2,808,1.69,1.69,41%,61%,3.6,25%,3.63,0%
0,Jesse,"6' 0""",Finney,1,--,,0496cdac0bc9edd8,170 lbs.,6,809,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Jan,"5' 8""",Finney,10,--,Orthodox,3317823959d32a05,135 lbs.,8,810,8.75,2.16,28%,42%,0.0,11%,0.77,25%
0,Luigi,"5' 8""",Fioravanti,11,"70.0""",Orthodox,9583662df31d943f,170 lbs.,22,811,2.21,2.23,42%,69%,0.9,63%,3.76,67%
0,Luiz,"5' 6""",Firmino,6,--,Orthodox,16d09e800ad7ec79,154 lbs.,13,812,1.22,1.23,50%,51%,0.9,45%,3.86,20%
0,Spencer,"5' 7""",Fisher,9,"70.0""",Southpaw,f34312c2ccfa0e00,155 lbs.,25,813,3.03,3.17,43%,64%,0.8,30%,0.67,60%
0,Bryanna,"5' 4""",Fissori,4,--,,5517bd590dbbe1f8,145 lbs.,2,814,1.20,1.40,46%,57%,0.0,25%,2.00,50%
1,Jon,"6' 0""",Fitch,5,"76.0""",Orthodox,6f018c039b4d5d80,170 lbs.,27,815,1.65,2.61,50%,54%,0.8,51%,3.60,56%
0,Colin,"6' 2""",Fletcher,3,"78.0""",Orthodox,7d09200f6a77b20e,155 lbs.,9,816,2.97,3.10,34%,62%,0.0,0%,0.00,27%
0,Luke,"6' 0""",Flores,1,--,Southpaw,b5f44dcb863f595b,155 lbs.,7,817,2.34,2.11,46%,62%,1.8,0%,0.00,50%
0,Kenny,"5' 10""",Florian,6,"74.0""",Southpaw,cb139171ed1b69fe,145 lbs.,14,818,1.85,2.41,40%,63%,1.3,33%,2.22,60%
0,Cody,--,Floyd,0,--,,8164250600b7c91b,--,2,819,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Bobby,--,Flynn,4,--,,c97fc5fbf7d32b8a,170 lbs.,6,820,0.77,0.38,25%,0%,0.0,0%,0.00,0%
0,Caros,"5' 9""",Fodor,3,"76.0""",Orthodox,01d2ed8c502e3828,155 lbs.,7,821,2.83,2.76,54%,54%,0.0,25%,2.10,50%
0,Mal,"5' 7""",Foki,5,--,Orthodox,fa534853eb195270,220 lbs.,5,822,14.29,2.86,14%,54%,0.0,0%,0.00,0%
0,Matt,"5' 7""",Foki,4,--,Orthodox,5de61b03868035ff,220 lbs.,5,823,3.37,0.00,0%,56%,0.0,0%,0.00,0%
0,AJ,"5' 4""",Fonseca,4,--,,0adf1aacda5e26ac,145 lbs.,5,824,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Rob,"5' 8""",Font,3,"71.0""",Orthodox,05339613bf8e9808,135 lbs.,15,825,3.72,5.28,43%,65%,1.2,29%,1.46,33%
1,Claudionor,"5' 5""",Fontinelle,13,--,Orthodox,7a82635ffa9b59fe,185 lbs.,9,826,10.25,2.62,42%,28%,0.0,0%,0.00,0%
0,Jesse,"6' 2""",Forbes,5,"75.0""",Southpaw,947eccadb72f4f6f,185 lbs.,15,827,4.06,2.11,24%,53%,1.2,75%,1.79,66%
0,Sterling,"5' 10""",Ford,5,--,,a71ce6ff0b4a9dbb,155 lbs.,13,828,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Codale,"5' 9""",Ford,9,--,,5340123d826ceadb,170 lbs.,11,829,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Renee,"5' 7""",Forte,4,"71.0""",Orthodox,44bc27bfa76dcd9e,155 lbs.,8,830,2.12,2.08,32%,63%,0.0,58%,2.32,66%
0,Marcel,"6' 1""",Fortuna,3,"74.0""",Orthodox,d761b3766e38c5db,205 lbs.,9,831,4.52,3.83,46%,64%,0.5,8%,0.45,75%
0,Brian,"5' 9""",Foster,5,"71.0""",Orthodox,3dc3022232b79c7a,170 lbs.,18,832,1.63,3.30,39%,65%,1.8,60%,3.67,37%
0,Xavier,"6' 1""",Foupa-Pokam,16,--,Open Stance,ec33146e43e58933,185 lbs.,21,833,2.50,1.47,43%,49%,0.0,0%,0.00,16%
0,Mason,"5' 11""",Fowler,0,--,,d745d4146be48679,170 lbs.,2,834,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Brandon,"5' 11""",Foxworth,4,--,Orthodox,f65a0eb902f9476b,145 lbs.,18,835,4.59,1.33,32%,50%,0.0,0%,0.00,0%
0,Hermes,"5' 6""",Franca,12,"71.0""",Orthodox,e0ec3c3b6b611f7e,155 lbs.,22,836,2.85,1.78,39%,55%,2.4,36%,1.53,37%
0,Glaico,"6' 0""",Franca,5,"77.0""",,00a3ff40c4b2cf21,155 lbs.,14,837,3.46,2.35,42%,47%,0.3,42%,2.68,76%
1,Francisco,"6' 0""",France,3,--,,ecfdbf38681a59ba,205 lbs.,7,838,3.51,0.54,33%,27%,6.1,0%,0.00,0%
