draws,first_name,height,last_name,losses,reach,stance,url,weight,wins,fighter_id,SApM,SLpM,Str. Acc.,Str. Def,Sub. Avg.,TD Acc.,TD Avg.,TD Def.
0,Tom,--,Aaron,3,--,,93fe7332d16c6ad9,155 lbs.,5,0,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Danny,"5' 11""",Abbadi,6,--,Orthodox,15df64c02b6b0fde,155 lbs.,4,1,4.41,3.29,38%,57%,0.0,0%,0.00,77%
0,David,"6' 0""",Abbott,14,--,Switch,b361180739bed4b0,265 lbs.,10,2,3.55,1.35,30%,38%,0.0,33%,1.07,66%
0,Shamil,"6' 3""",Abdurakhimov,4,"76.0""",Orthodox,2f5cbecbbe18bac4,235 lbs.,18,3,2.53,2.53,45%,58%,0.3,22%,1.36,77%
3,Hiroyuki,"5' 6""",Abe,14,--,Orthodox,c0ed7b208197e8de,145 lbs.,8,4,3.11,1.71,36%,63%,0.0,0%,0.00,33%
0,Daichi,"5' 11""",Abe,1,"71.0""",Orthodox,5140122c3eecd307,170 lbs.,6,5,3.53,4.20,35%,59%,0.0,50%,0.50,0%
0,Papy,"5' 11""",Abedi,3,"74.0""",Southpaw,c9f6385af6df66d7,185 lbs.,9,6,3.15,2.80,55%,48%,1.3,57%,3.47,50%
0,Ricardo,"5' 11""",Abreu,3,"73.0""",Orthodox,aa6e591c2a2cdecd,185 lbs.,5,7,3.98,3.79,31%,68%,0.7,42%,2.13,100%
0,Daniel,"5' 8""",Acacio,12,--,Orthodox,1c5879330d42255f,180 lbs.,26,8,2.85,3.52,36%,62%,0.0,20%,0.33,81%
0,Scott,"6' 0""",Adams,1,--,Southpaw,2620f3eb21c79614,225 lbs.,8,9,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Israel,"6' 4""",Adesanya,0,"80.0""",Switch,1338e2c7480bdf9e,185 lbs.,13,10,2.88,4.62,55%,66%,0.0,0%,0.00,76%
2,Sam,"6' 3""",Adkins,20,--,Orthodox,0e9869d712e81f8f,225 lbs.,7,11,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Nick,"5' 8""",Agallar,6,--,Orthodox,ebc5af72ad5a28cb,155 lbs.,24,12,4.56,0.69,11%,42%,0.0,0%,0.00,0%
1,Marcelo,"5' 10""",Aguiar,3,--,Orthodox,44aa652b181bcf68,170 lbs.,2,13,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Edwin,"5' 10""",Aguilar,16,--,,6cadc0a0ba7dc015,185 lbs.,22,14,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Jessica,"5' 3""",Aguilar,6,"63.0""",Orthodox,8f382b3baa954d2a,115 lbs.,19,15,7.13,4.23,43%,60%,0.0,50%,2.00,0%
1,Mike,"5' 9""",Aina,6,--,Orthodox,9e3dbb9c68ed5d1a,155 lbs.,12,16,6.33,2.87,33%,59%,0.0,0%,0.00,71%
0,Hitomi,"5' 4""",Akano,8,--,Southpaw,2eada40ac8801559,135 lbs.,18,17,2.58,0.59,45%,55%,0.5,0%,0.00,8%
1,Omari,"6' 0""",Akhmedov,4,"73.0""",Orthodox,16690d100f995f8f,185 lbs.,17,18,2.91,3.01,33%,57%,0.3,51%,2.89,53%
0,Yoshihiro,"5' 10""",Akiyama,6,"73.0""",Orthodox,b0550072e5f0afa7,170 lbs.,14,19,3.62,3.10,41%,57%,1.0,67%,2.29,92%
0,Razak,"6' 2""",Al-Hassan,5,--,Orthodox,38b50fd1e1b5b656,205 lbs.,11,20,3.14,3.27,39%,60%,0.0,14%,0.65,57%
0,Mostapha,"6' 2""",Al-Turk,6,"77.0""",Orthodox,1cf1310684a841f5,245 lbs.,6,21,3.61,1.36,19%,53%,0.0,0%,0.00,0%
0,Javi,"5' 6""",Alanis,3,--,,2144954270be834d,135 lbs.,0,22,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Brett,--,Albee,1,--,,9b28292abe3166d5,225 lbs.,3,23,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,John,"5' 8""",Albert,5,"68.0""",,7bd94b60d7521e4a,135 lbs.,7,24,2.82,3.05,49%,35%,6.1,0%,0.00,50%
0,Junior,"6' 3""",Albini,3,"74.0""",Orthodox,c482c8605455a213,264 lbs.,14,25,6.22,3.87,48%,54%,0.0,0%,0.00,100%
0,Wes,"5' 10""",Albritton,1,--,Orthodox,184b955181bdef52,188 lbs.,0,26,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Alexandra,"5' 2""",Albu,0,"63.0""",Orthodox,e76d9f656ceb82ab,115 lbs.,7,27,5.01,5.26,51%,41%,0.6,55%,3.18,81%
0,Israel,--,Albuquerque,3,--,Orthodox,dd1b90eea08887f6,185 lbs.,0,28,3.34,0.32,13%,25%,0.0,0%,0.00,0%
0,Juan,--,Alcain,2,--,,39f62b833e4cf126,--,1,29,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Iuri,"5' 9""",Alcantara,9,"71.0""",Southpaw,2f95a3c6d58b2aad,135 lbs.,35,30,2.51,2.76,45%,50%,0.7,61%,1.40,60%
0,Ildemar,"6' 2""",Alcantara,8,"78.0""",Orthodox,7c6e87729e824ef4,185 lbs.,21,31,2.63,1.93,38%,50%,0.9,68%,2.00,81%
1,Alfonso,"5' 3""",Alcarez,3,--,,1e38bba6738b7b10,145 lbs.,1,32,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Gilbert,"6' 1""",Aldana,2,--,Orthodox,d26934530dc5b248,250 lbs.,6,33,6.26,2.91,54%,26%,0.0,40%,2.57,33%
0,Irene,"5' 9""",Aldana,4,"68.0""",Orthodox,578ef12674df1e6a,135 lbs.,8,34,7.11,5.82,40%,57%,0.0,66%,0.67,95%
0,Jose,"5' 7""",Aldo,4,"70.0""",Orthodox,d0f3959b4a9747e6,145 lbs.,26,35,2.91,3.46,44%,67%,0.2,68%,0.74,92%
0,JJ,"5' 5""",Aldrich,2,"67.0""",Southpaw,6fd953151d981979,115 lbs.,6,36,4.13,4.07,38%,63%,0.0,20%,0.33,42%
0,Jim,"5' 9""",Alers,3,"71.0""",Orthodox,fe5a9547479396ab,145 lbs.,13,37,4.38,2.90,40%,56%,0.3,41%,2.26,80%
0,John,"5' 10""",Alessio,16,"72.0""",Orthodox,7a15f3694c5cbc02,155 lbs.,34,38,2.46,1.87,35%,57%,1.0,36%,1.78,72%
1,Houston,"6' 0""",Alexander,8,"72.0""",Orthodox,0541480fbf719d86,205 lbs.,13,39,3.20,3.06,54%,52%,0.0,57%,1.19,33%
0,Kenneth,"5' 9""",Alexander,5,--,Orthodox,8fd76e1b49c00ae2,155 lbs.,5,40,2.20,0.88,19%,66%,0.0,26%,4.71,0%
0,Marcio,"6' 0""",Alexandre Junior,3,"75.0""",Southpaw,d53482bef23235ba,170 lbs.,13,41,2.97,1.66,44%,41%,0.4,20%,0.37,72%
0,Olaf,"6' 2""",Alfonso,11,--,Orthodox,b757c73f443d4fca,170 lbs.,8,42,5.33,0.74,26%,37%,0.6,0%,0.00,22%
0,Pablo,"5' 8""",Alfonso,5,--,,4b37a0bc2ab4cae1,145 lbs.,6,43,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Levi,--,Alford,4,--,,41b34b7f11f6d085,--,1,44,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Royce,"5' 10""",Alger,2,--,Orthodox,669a3cb6e394f515,199 lbs.,3,45,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Sultan,"5' 11""",Aliev,2,"74.0""",Orthodox,e70de1859b7ee78e,170 lbs.,14,46,2.03,1.30,57%,58%,0.0,66%,1.69,100%
2,George,"6' 2""",Allen,19,--,Open Stance,1e13936d708bcff7,205 lbs.,13,47,3.10,0.80,38%,43%,0.0,0%,0.00,50%
0,Arnold,"5' 8""",Allen,1,"70.0""",Southpaw,040a74bb0a465c54,145 lbs.,12,48,1.85,2.06,34%,55%,0.7,57%,2.88,75%
0,Benny,"5' 11""",Alloway,6,"75.0""",Orthodox,c4fe2e9a06ea5bcb,170 lbs.,13,49,1.90,1.28,49%,59%,0.0,50%,0.62,26%
0,Ricardo,"6' 0""",Almeida,5,"74.0""",Orthodox,91186547a7f3f758,170 lbs.,13,50,1.20,2.02,49%,61%,1.2,38%,3.74,31%
0,Magno,"6' 0""",Almeida,3,--,,d615d6a10a4704cd,155 lbs.,9,51,2.60,1.67,36%,41%,5.0,0%,0.00,40%
0,Thomas,"5' 7""",Almeida,3,"70.0""",Southpaw,2b074403b7c6cdb4,135 lbs.,22,52,4.65,5.66,45%,64%,0.0,0%,0.00,75%
0,Ericka,"5' 6""",Almeida,2,"68.0""",,67a992d4cff22466,115 lbs.,7,53,3.33,1.07,39%,43%,0.0,33%,0.50,37%
0,Mauricio,"6' 2""",Alonso,7,--,,c6bf75775b278ed8,170 lbs.,13,54,1.91,5.74,34%,67%,0.0,0%,0.00,0%
0,Rico,"5' 10""",Altamirano,2,--,,c61b49cec6abd6b9,170 lbs.,3,55,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Mike,"5' 10""",Altman,4,--,Orthodox,c11036da9162cb5f,185 lbs.,1,56,2.08,1.56,20%,75%,0.0,0%,0.00,0%
0,Sean,"6' 0""",Alvarez,3,--,Orthodox,e741536153227386,235 lbs.,4,57,3.25,0.89,37%,47%,0.0,0%,0.00,0%
0,Eddie,"5' 9""",Alvarez,5,"69.0""",Orthodox,33a331684283900f,155 lbs.,29,58,4.28,4.44,41%,55%,0.4,38%,3.14,92%
0,Jaime,"5' 8""",Alvarez,1,"69.0""",Orthodox,4438482bd1d5a029,125 lbs.,6,59,4.53,2.73,40%,56%,0.0,33%,1.00,50%
0,Thiago,"5' 9""",Alves,12,"70.0""",Orthodox,31ee470ef5dc8d7f,170 lbs.,27,60,3.14,3.60,41%,63%,0.4,68%,0.78,63%
0,Anthony,--,Alves,3,--,,bd92cf5da5413d2a,--,1,61,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Amilcar,"6' 0""",Alves,4,--,Southpaw,dc5a6b2fdb27e7dc,170 lbs.,11,62,2.02,0.50,46%,30%,0.0,0%,0.00,53%
0,Warlley,"5' 11""",Alves,2,"72.0""",Orthodox,d317a5e2b3f88c5f,170 lbs.,12,63,4.10,2.80,46%,50%,1.1,43%,1.30,75%
0,Sam,"6' 2""",Alvey,10,"75.0""",Southpaw,d156513a19acf856,185 lbs.,32,64,3.19,3.05,46%,54%,0.1,25%,0.11,84%
1,Andre,"6' 0""",Amado,4,--,Orthodox,20821819c401ced8,154 lbs.,6,65,5.91,2.27,24%,63%,0.0,0%,0.00,20%
1,Adlan,"6' 2""",Amagov,2,"76.0""",Orthodox,1e327b281ef6a745,170 lbs.,13,66,0.82,3.29,47%,78%,0.0,56%,5.84,100%
0,Chris,--,Amarante,0,--,,ee0b69e307c857e5,185 lbs.,2,67,0.00,0.00,0%,0%,0.0,0%,0.00,0%
1,Jimmy,"6' 2""",Ambriz,18,--,Southpaw,c912f676692c353a,315 lbs.,15,68,3.76,0.83,29%,40%,0.8,57%,3.13,100%
0,JJ,"5' 10""",Ambrose,3,--,Orthodox,d562b12b8fe88336,170 lbs.,17,69,6.32,3.16,69%,33%,0.0,0%,0.00,50%
0,Makwan,"5' 10""",Amirkhani,3,"72.0""",Southpaw,87a1dc546b1c5caf,145 lbs.,13,70,1.45,1.73,53%,53%,2.4,45%,4.24,50%
0,Bertrand,"5' 8""",Amoussou,1,--,Orthodox,53adf5b845d91e4a,190 lbs.,1,71,2.01,6.75,39%,83%,0.0,0%,0.00,0%
2,Karl,"5' 11""",Amoussou,4,--,Orthodox,23a8c33869bf5392,185 lbs.,12,72,2.67,1.47,34%,54%,1.0,0%,0.00,25%
0,Eryk,"6' 1""",Anders,1,"75.0""",Southpaw,cad24459b28592ca,185 lbs.,10,73,2.47,3.12,54%,45%,0.0,35%,2.10,66%
1,Matt,"6' 2""",Andersen,8,--,Southpaw,8738eacd62e82a32,230 lbs.,14,74,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Andy,"5' 6""",Anderson,1,--,,9199e0735b83dd32,240 lbs.,0,75,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Lowell,"5' 6""",Anderson,1,--,Orthodox,1ffc38f67785797b,160 lbs.,0,76,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Corey,"6' 3""",Anderson,4,"79.0""",Orthodox,5e4eec08896c9423,205 lbs.,10,77,2.34,4.77,46%,58%,0.0,48%,4.40,33%
0,Derek,"6' 0""",Anderson,3,--,,19ba965651486013,155 lbs.,14,78,3.08,3.97,37%,61%,0.0,14%,0.34,60%
0,Megan,"6' 0""",Anderson,2,--,,a0e75f4a13eb73f1,145 lbs.,8,79,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Alex,"5' 11""",Andrade,5,--,Orthodox,1562b12763cc8d67,200 lbs.,10,80,2.60,0.20,36%,53%,0.8,0%,0.00,25%
0,Jessica,"5' 1""",Andrade,6,"62.0""",Orthodox,6a1901c62ab3870f,115 lbs.,18,81,4.94,6.42,51%,51%,0.5,58%,3.24,75%
0,Viscardi,"5' 11""",Andrade,7,"75.0""",Orthodox,d221ee27afc7a60e,170 lbs.,19,82,2.77,3.26,42%,63%,0.3,50%,1.93,66%
0,Jermaine,"5' 7""",Andre,4,--,Orthodox,9bad58fa651d6196,200 lbs.,14,83,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Dylan,"6' 1""",Andrews,8,"73.0""",Switch,00debc804e2b1cd4,185 lbs.,18,84,2.72,2.21,50%,46%,0.4,50%,2.83,57%
0,Reese,"6' 0""",Andy,3,--,Orthodox,46e2ca71fd5089cb,205 lbs.,7,85,3.50,2.87,50%,58%,0.0,20%,0.67,40%
1,Yoji,"5' 11""",Anjo,5,--,Orthodox,e06fd1260ac865a7,205 lbs.,0,86,3.13,0.00,0%,25%,0.0,0%,0.00,0%
0,Magomed,"6' 3""",Ankalaev,1,"75.0""",Orthodox,d802174b0c0c1f4e,205 lbs.,9,87,1.20,3.94,61%,64%,0.0,0%,0.00,71%
0,Nina,"5' 5""",Ansaroff,5,"64.0""",Orthodox,d343df8ba11f4c4e,115 lbs.,8,88,3.77,5.22,48%,53%,1.0,40%,0.51,73%
0,Gadzhimurad,"5' 11""",Antigulov,4,"70.0""",Orthodox,af997f7611673880,205 lbs.,20,89,0.87,0.58,25%,66%,8.7,100%,8.65,0%
0,Adam,"5' 5""",Antolin,3,"63.0""",Orthodox,25b31165758402dd,125 lbs.,12,90,5.00,5.73,52%,69%,0.0,0%,0.00,100%
0,Angelo,--,Antonio,3,--,Orthodox,dbd198f780286aca,205 lbs.,1,91,7.64,1.09,50%,50%,0.0,0%,0.00,0%
0,Zu,"6' 1""",Anyanwu,5,"77.0""",Orthodox,78d48d3874dacafd,251 lbs.,14,92,2.47,2.47,42%,69%,0.0,100%,0.65,0%
0,Shinsho,"5' 7""",Anzai,2,"70.0""",Orthodox,4665f9f909cd7214,170 lbs.,10,93,3.69,3.49,59%,46%,0.0,16%,2.00,100%
0,Shinya,"5' 11""",Aoki,5,--,Southpaw,79ded75550efc139,154 lbs.,30,94,1.25,0.97,58%,58%,4.0,41%,2.54,60%
0,Erik,"6' 0""",Apple,3,--,Orthodox,1ccff7f0cfdf85eb,170 lbs.,10,95,0.54,0.00,0%,81%,8.1,0%,0.00,0%
5,Kenji,"5' 10""",Arai,15,--,Southpaw,269d103c96a4c3a5,145 lbs.,15,96,10.29,8.79,27%,39%,0.0,0%,0.00,0%
0,Romie,"5' 10""",Aram,1,--,Orthodox,73ef22f25d0f70e2,170 lbs.,7,97,2.83,1.80,35%,50%,0.0,62%,2.50,83%
1,Felipe,"5' 8""",Arantes,9,"73.0""",Orthodox,71002dbc1743b9a7,145 lbs.,18,98,2.56,2.48,45%,64%,0.8,52%,1.00,42%
0,Igor,"6' 1""",Araujo,8,"77.0""",Orthodox,dbea8c1cb327ab3d,170 lbs.,25,99,2.86,1.52,42%,49%,0.6,15%,0.86,22%
0,Julio,"5' 7""",Arce,2,"70.0""",Southpaw,1291edf2d566a71a,145 lbs.,14,100,2.43,5.96,41%,69%,0.0,0%,0.00,92%
0,Art,"5' 8""",Arciniega,7,--,,d25e39e74efb0a77,145 lbs.,15,101,2.73,1.53,46%,51%,1.0,0%,0.00,50%
0,Tristan,--,Arenal,1,--,,9c9455912d917e4e,155 lbs.,4,102,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Andrei,"6' 3""",Arlovski,15,"77.0""",Orthodox,3738e68d2261e60f,240 lbs.,27,103,2.59,3.23,42%,58%,0.4,37%,0.56,81%
0,Joey,--,Armstrong,2,--,,30ad2050273d016a,--,5,104,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Austin,"6' 0""",Arnett,4,"72.0""",Orthodox,bf0e700106d00e55,145 lbs.,15,105,8.99,5.76,37%,64%,0.6,100%,0.63,0%
0,Ricardo,"5' 11""",Arona,5,--,Orthodox,05fbfe628658c538,205 lbs.,14,106,1.15,1.66,48%,57%,1.2,48%,2.41,58%
0,Chalid,"5' 11""",Arrab,3,--,Orthodox,770b9d4813c25902,205 lbs.,7,107,1.63,1.56,34%,56%,1.0,75%,3.05,37%
1,Akbarh,"5' 10""",Arreola,10,"71.0""",Southpaw,c136b2a8852da5bd,155 lbs.,23,108,4.01,2.32,45%,56%,0.4,100%,1.07,33%
0,Matt,"5' 10""",Arroyo,3,"72.0""",Orthodox,de62052b2ede65ba,170 lbs.,3,109,2.01,1.62,47%,58%,5.3,36%,2.12,100%
0,Gilles,"5' 9""",Arsene,1,--,Southpaw,2dea80c069847321,190 lbs.,1,110,2.45,0.06,10%,32%,0.0,0%,0.00,0%
0,Veta,"5' 7""",Arteaga,1,--,,91e3388e69060e69,125 lbs.,3,111,1.92,3.20,36%,65%,0.0,0%,0.00,40%
0,Cesar,"5' 11""",Arzamendia,4,"71.0""",,49f78022126bf4a4,155 lbs.,7,112,5.20,5.37,45%,56%,2.4,75%,7.32,0%
0,Cyril,"6' 0""",Asker,4,"74.0""",Orthodox,9be6020024133293,247 lbs.,9,113,5.82,3.35,39%,35%,0.9,62%,4.41,100%
0,Scott,"6' 3""",Askham,4,"75.0""",Southpaw,06827d70c53ff0d9,185 lbs.,14,114,3.52,3.03,46%,52%,0.7,18%,0.44,65%
0,Junior,"5' 9""",Assuncao,4,"72.0""",Orthodox,d0d7160824278840,145 lbs.,13,115,2.06,3.31,62%,44%,0.7,24%,2.43,66%
0,Raphael,"5' 5""",Assuncao,5,"66.0""",Orthodox,2f13e4020cea5b38,135 lbs.,26,116,2.29,3.37,40%,69%,0.3,33%,1.36,79%
0,Bazigit,"6' 1""",Atajev,1,--,Orthodox,fd7acf42bd6e7e95,230 lbs.,17,117,3.14,0.87,41%,49%,0.0,33%,1.00,0%
0,Rich,"5' 10""",Attonito,5,"72.0""",Orthodox,210935fd21670f6d,170 lbs.,10,118,2.13,2.28,47%,59%,0.0,37%,0.74,75%
0,Olivier,"5' 9""",Aubin-Mercier,2,"70.0""",Southpaw,55ee431411ccf07a,155 lbs.,12,119,2.69,2.78,53%,58%,0.6,35%,3.11,83%
1,Pat,"6' 0""",Audinwood,2,--,Orthodox,196ed28337adc630,155 lbs.,9,120,4.31,1.17,12%,41%,0.0,50%,0.80,0%
0,Marcus,"5' 10""",Aurelio,10,"74.0""",Orthodox,04643fd03d9159cc,155 lbs.,21,121,2.27,1.42,33%,59%,1.3,27%,1.69,27%
0,David,"5' 9""",Avellan,1,--,Orthodox,956dcac65e7b34d6,185 lbs.,2,122,10.00,3.33,25%,57%,0.0,0%,0.00,0%
0,Blas,"6' 0""",Avena,6,"74.0""",Orthodox,8753e125f4499816,170 lbs.,7,123,3.36,2.34,47%,43%,1.8,80%,2.37,50%
0,Levi,"6' 1""",Avera,10,--,,ba5c6eeb8ef45f5c,170 lbs.,16,124,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Anthony,"5' 7""",Avila,1,--,,033d19259f589457,145 lbs.,6,125,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Chris,"5' 10""",Avila,4,"72.0""",Orthodox,4665cbf36b08193b,145 lbs.,5,126,4.17,2.37,30%,48%,0.0,0%,0.00,46%
0,Saad,"5' 11""",Awad,5,--,,da603332ad41f165,155 lbs.,9,127,1.87,2.13,26%,60%,0.5,16%,0.50,100%
0,Javy,"6' 1""",Ayala,5,--,,26387c19f32dda0f,265 lbs.,10,128,5.00,0.83,25%,33%,0.0,0%,0.00,0%
0,Jessin,"6' 0""",Ayari,4,"73.0""",Orthodox,6eaec40f724852f4,170 lbs.,16,129,2.60,3.27,34%,61%,0.5,0%,0.00,33%
1,Abu,"5' 10""",Azaitar,1,--,,46d0a888d87d91ac,185 lbs.,13,130,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Luiz,"5' 9""",Azeredo,10,--,Orthodox,063649e21bc9d6d5,154 lbs.,15,131,2.76,2.16,39%,57%,0.3,50%,1.07,45%
1,Luciano,"6' 3""",Azevedo,9,--,Orthodox,9bcfb40dbcd50568,161 lbs.,16,132,1.97,0.76,45%,27%,0.0,11%,2.28,0%
0,Niklas,"6' 1""",Backstrom,2,"74.0""",Orthodox,39cc64bf0a269db9,145 lbs.,8,133,3.65,1.12,41%,40%,2.2,80%,2.92,72%
0,Seth,"6' 3""",Baczynski,11,"74.0""",Orthodox,fd5b6598a3b70c0a,170 lbs.,18,134,3.14,3.08,31%,51%,0.8,16%,0.89,48%
0,Ryan,"6' 2""",Bader,5,"74.0""",Orthodox,c0ab242c40decc55,205 lbs.,23,135,1.39,2.82,43%,71%,0.4,44%,3.37,80%
0,Izabela,"5' 5""",Badurek,3,--,Orthodox,4fcf6e0c4e0e6664,115 lbs.,5,136,4.90,3.74,71%,32%,0.0,12%,1.75,100%
0,Ali,"5' 4""",Bagautinov,5,"65.0""",Orthodox,3dd92ff9fb0412b3,125 lbs.,14,137,3.09,2.85,42%,52%,0.3,36%,2.51,65%
0,Mehdi,"6' 1""",Baghdad,4,"75.0""",Orthodox,e4d2564ea0e34e2b,155 lbs.,11,138,4.56,3.13,30%,46%,0.0,0%,0.00,33%
1,Siyar,"5' 11""",Bahadurzada,6,"73.0""",Orthodox,aec185309b4843d0,185 lbs.,23,139,2.34,3.37,48%,50%,0.6,80%,1.13,67%
0,Shamar,"5' 9""",Bailey,5,"75.0""",,e2b8186b618b00c4,155 lbs.,12,140,3.91,1.56,20%,69%,0.0,33%,1.50,37%
0,Jordan,"5' 9""",Bailey,3,--,,34dbcd4dbaf21a36,145 lbs.,6,141,0.29,1.74,40%,0%,4.3,100%,4.35,0%
0,Scott,"6' 0""",Baker,1,--,,7d5b12de1625984e,210 lbs.,1,142,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Bryan,"6' 3""",Baker,3,--,Orthodox,898337ef520fe4d3,185 lbs.,16,143,2.83,1.78,52%,45%,0.9,50%,0.44,37%
0,Oluwale,"5' 11""",Bamgbose,4,"78.0""",Switch,04b39f4e8eb59d7c,185 lbs.,6,144,2.70,2.45,48%,55%,0.0,33%,0.94,37%
0,Stephen,"6' 0""",Banaszak,5,--,,4c4b44e3cf5815b3,145 lbs.,5,145,1.15,4.20,47%,66%,1.9,0%,0.00,100%
0,Marcin,"5' 10""",Bandel,4,"70.0""",Orthodox,5c2ce761399dc9c5,155 lbs.,13,146,5.26,0.79,50%,23%,0.0,0%,0.00,0%
0,Humberto,"5' 11""",Bandenay,4,--,Southpaw,2c2caf2f2bab9df5,145 lbs.,14,147,2.31,11.54,71%,66%,0.0,0%,0.00,0%
0,Tae Hyun,"5' 9""",Bang,10,"71.0""",Switch,9a2d3567abc02e34,155 lbs.,18,148,2.07,2.72,38%,66%,0.5,33%,0.49,57%
0,Yohan,--,Banks,1,--,,c50ea21fe9ef478d,--,2,149,0.00,0.00,0%,0%,0.0,0%,0.00,0%
1,Antonio,"5' 5""",Banuelos,7,"63.0""",Orthodox,9ddfb3369a3b0394,135 lbs.,19,150,3.30,2.71,33%,58%,0.4,58%,1.38,85%
0,Renan,"5' 6""",Barao,6,"70.0""",Orthodox,2c99576fefe53c7c,135 lbs.,36,151,3.78,3.76,35%,58%,0.5,43%,1.39,93%
1,Junior,"5' 10""",Barata,3,--,Orthodox,06dced58ca24a6bd,170 lbs.,8,152,8.46,4.03,33%,34%,0.0,0%,0.00,0%
0,Bryan,"6' 0""",Barberena,5,"72.0""",Southpaw,a331233f597090a5,170 lbs.,13,153,3.67,4.89,49%,50%,0.3,40%,0.35,47%
0,Edson,"5' 11""",Barboza,5,"75.0""",Orthodox,64a50dad704d1d49,155 lbs.,19,154,3.73,3.79,40%,62%,0.1,53%,0.54,83%
0,Raoni,"5' 7""",Barcelos,1,--,,b9f28e7045fdfce7,145 lbs.,11,155,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Luke,"6' 6""",Barnatt,3,"77.0""",Orthodox,172c2135e70f87b7,185 lbs.,8,156,3.87,4.43,36%,59%,0.4,42%,0.63,63%
0,James,"5' 8""",Barnes,2,--,,c06a5c95f1169c0b,145 lbs.,7,157,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Nick,"5' 11""",Barnes,2,--,,78a5eea49638685d,170 lbs.,11,158,8.93,2.86,29%,51%,5.4,100%,5.36,100%
0,Josh,"6' 3""",Barnett,8,"78.0""",Orthodox,ad3f53c454cbbead,250 lbs.,35,159,2.11,3.20,50%,57%,1.4,55%,1.26,55%
0,Chris,--,Barnhizer,3,--,,91e69a1c3c87325b,--,1,160,0.00,0.00,0%,0%,0.0,0%,0.00,0%
1,David,"5' 6""",Baron,3,--,Switch,80c0bed43da0e27b,155 lbs.,17,161,2.10,1.17,30%,56%,0.7,0%,0.00,14%
0,Phil,"5' 9""",Baroni,15,"72.0""",Orthodox,1652f3213655b935,170 lbs.,14,162,3.93,2.77,45%,40%,0.5,47%,1.46,60%
0,Dan,"5' 9""",Barrera,1,--,Orthodox,f12f979b657ab876,170 lbs.,3,163,1.20,0.80,70%,28%,0.0,8%,1.00,0%
0,Carlos,"6' 4""",Barreto,9,--,Orthodox,a220be6d41d6f97d,230 lbs.,14,164,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Jose,--,Barreto,1,--,Southpaw,c32eab6c2119e989,185 lbs.,0,165,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,David,"5' 6""",Barrios,5,--,,e6015889f50075d2,145 lbs.,4,166,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Alexandre,"5' 9""",Barros,8,--,Southpaw,8fd1f27e86661ede,170 lbs.,18,167,4.05,0.98,40%,36%,0.0,50%,1.84,100%
0,Ricardo,"6' 1""",Barros,2,--,,d26394fc0e8e880a,205 lbs.,2,168,8.22,0.00,0%,31%,0.0,0%,0.00,100%
0,Francimar,"6' 1""",Barroso,7,"75.0""",Orthodox,b69f24c500d783e7,205 lbs.,19,169,3.07,2.77,52%,59%,0.0,24%,2.22,83%
0,Pat,"5' 11""",Barry,7,"74.0""",Orthodox,658c3465581ae46b,235 lbs.,8,170,3.54,2.72,52%,59%,0.2,0%,0.00,76%
1,Enrique,"5' 7""",Barzola,3,"70.0""",,be0b310a12eb80b4,145 lbs.,15,171,2.32,3.55,42%,70%,0.2,49%,5.40,66%
0,Stephen,"5' 9""",Bass,1,--,,1cecc8fe6748a532,145 lbs.,10,172,5.87,4.87,52%,55%,0.0,0%,0.00,0%
0,Sean,--,Bassett,4,--,,2c733e059462c1dc,155 lbs.,0,173,0.00,0.00,0%,0%,0.0,0%,0.00,0%
0,Ryan,"5' 5""",Bastianelli,2,--,,29508aff4d93cbbe,135 lbs.,5,174,0.00,0.00,0%,0%,0.0,0%,0.00,0%
