draws,first_name,height,last_name,losses,reach,stance,url,weight,wins,fighter_id
0,Diego,"5' 9""",Ferreira,2,"74.0""",Orthodox,"f53d4f21d1b5f2dc""",155 lbs.,13,680
0,Scott,"5' 11""",Ferrozzo,2,--,Orthodox,"977081bc01197656""",323 lbs.,4,681
0,Drew,"5' 10""",Fickett,16,"70.0""",Orthodox,"d814f5192e58fb2f""",155 lbs.,41,682
1,Ron,"6' 2""",Fields,30,--,Orthodox,"6e380a4d73ab4f0e""",200 lbs.,25,683
0,Deiveson,"5' 5""",Figueiredo,0,"68.0""",Orthodox,"aa72b0f831d0bfe5""",125 lbs.,14,684
1,Anthony,"5' 4""",Figueroa,6,--,Orthodox,"daff32bc96d1eabf""",135 lbs.,5,685
0,Edwin,"5' 7""",Figueroa,4,"69.0""",Orthodox,"bbfca6d5c27d9cd8""",135 lbs.,9,686
2,Paulo,"5' 8""",Filho,4,--,Southpaw,"2abdead94ce73552""",185 lbs.,22,687
0,Andre,"5' 11""",Fili,5,"74.0""",Orthodox,"8fd808923cffff82""",145 lbs.,18,688
2,Mirko,"6' 2""",Cro Cop,11,"73.0""",Southpaw,"c32fb8c0f6471a4d""",230 lbs.,31,689
0,Jesse,"6' 0""",Finney,1,--,,"0496cdac0bc9edd8""",170 lbs.,6,690
0,Jan,"5' 8""",Finney,10,--,Orthodox,"3317823959d32a05""",135 lbs.,8,691
0,Luigi,"5' 8""",Fioravanti,11,"70.0""",Orthodox,"9583662df31d943f""",170 lbs.,22,692
0,Luiz,"5' 6""",Firmino,6,--,Orthodox,"16d09e800ad7ec79""",154 lbs.,13,693
0,Spencer,"5' 7""",Fisher,9,"70.0""",Southpaw,"f34312c2ccfa0e00""",155 lbs.,25,694
0,Bryanna,"5' 4""",Fissori,4,--,,"5517bd590dbbe1f8""",145 lbs.,2,695
1,Jon,"6' 0""",Fitch,5,"76.0""",Orthodox,"6f018c039b4d5d80""",170 lbs.,27,696
0,Colin,"6' 2""",Fletcher,3,"78.0""",Orthodox,"7d09200f6a77b20e""",155 lbs.,9,697
0,Luke,"6' 0""",Flores,1,--,Southpaw,"b5f44dcb863f595b""",155 lbs.,7,698
0,Kenny,"5' 10""",Florian,6,"74.0""",Southpaw,"cb139171ed1b69fe""",145 lbs.,14,699
0,Bobby,--,Flynn,4,--,,"c97fc5fbf7d32b8a""",170 lbs.,6,700
0,Caros,"5' 9""",Fodor,3,"76.0""",Orthodox,"01d2ed8c502e3828""",155 lbs.,7,701
0,Mal,"5' 7""",Foki,5,--,Orthodox,"fa534853eb195270""",220 lbs.,5,702
0,Matt,"5' 7""",Foki,4,--,Orthodox,"5de61b03868035ff""",220 lbs.,5,703
0,AJ,"5' 4""",Fonseca,4,--,,"0adf1aacda5e26ac""",145 lbs.,5,704
0,Rob,"5' 8""",Font,3,"71.0""",Orthodox,"05339613bf8e9808""",135 lbs.,15,705
1,Claudionor,"5' 5""",Fontinelle,13,--,Orthodox,"7a82635ffa9b59fe""",185 lbs.,9,706
0,Jesse,"6' 2""",Forbes,5,"75.0""",Southpaw,"947eccadb72f4f6f""",185 lbs.,15,707
0,Sterling,"5' 10""",Ford,5,--,,"a71ce6ff0b4a9dbb""",155 lbs.,13,708
0,Codale,"5' 9""",Ford,9,--,,"5340123d826ceadb""",170 lbs.,11,709
0,Renee,"5' 7""",Forte,4,"71.0""",Orthodox,"44bc27bfa76dcd9e""",155 lbs.,8,710
0,Marcel,"6' 1""",Fortuna,3,"74.0""",Orthodox,"d761b3766e38c5db""",205 lbs.,9,711
0,Brian,"5' 9""",Foster,5,"71.0""",Orthodox,"3dc3022232b79c7a""",170 lbs.,18,712
0,Xavier,"6' 1""",Foupa-Pokam,16,--,Open Stance,"ec33146e43e58933""",185 lbs.,21,713
0,Brandon,"5' 11""",Foxworth,4,--,Orthodox,"f65a0eb902f9476b""",145 lbs.,18,714
0,Hermes,"5' 6""",Franca,12,"71.0""",Orthodox,"e0ec3c3b6b611f7e""",155 lbs.,22,715
0,Glaico,"6' 0""",Franca,5,"77.0""",,"00a3ff40c4b2cf21""",155 lbs.,14,716
1,Francisco,"6' 0""",France,3,--,,"ecfdbf38681a59ba""",205 lbs.,7,717
0,John,"5' 6""",Franchi,2,"67.0""",Orthodox,"b9532d815060de7f""",145 lbs.,6,718
0,Rich,"6' 1""",Franklin,7,"75.0""",Southpaw,"d897897060f10a3a""",185 lbs.,29,719
0,Zoila,"5' 4""",Frausto,1,--,Orthodox,"040d3b4c735541aa""",135 lbs.,11,720
0,Zane,"6' 5""",Frazier,11,--,Orthodox,"d3711d3784b76255""",250 lbs.,4,721
1,Ian,"5' 11""",Freeman,7,--,Orthodox,"b4bc2e3353a770b5""",225 lbs.,19,722
0,Jason,"6' 2""",Freeman,4,--,,"5870bd1eadf4f322""",225 lbs.,6,723
0,Willamy,"5' 8""",Freire,5,--,,"f1f37d667bcd0d27""",155 lbs.,19,724
0,Patricio,"5' 5""",Freire,4,"65.0""",,"98a58c26c5b1ed17""",145 lbs.,26,725
0,Patricky,"5' 7""",Freire,8,"71.0""",,"90e6dde9113830bd""",155 lbs.,17,726
0,Rafael,--,Freitas,6,--,Orthodox,"14b9e0f2679a2205""",205 lbs.,4,727
0,Donavon,"5' 7""",Frelow,3,--,Orthodox,"9aa56f004b2bca07""",135 lbs.,6,728
0,Clay,"5' 7""",French,6,--,Southpaw,"73321668ff977f1b""",161 lbs.,19,729
0,Mike,"5' 10""",French,9,--,,"756f45905fb20cb5""",145 lbs.,8,730
0,Matt,"5' 9""",Frevola,1,"71.0""",Orthodox,"dccb63727f2f5f74""",155 lbs.,6,731
1,Don,"6' 1""",Frye,9,--,Orthodox,"271fe91f4ba9d2c5""",219 lbs.,20,732
1,Tony,"6' 0""",Fryklund,9,--,Orthodox,"253de74457bd6374""",185 lbs.,14,733
1,Katsuhisa,"6' 0""",Fujii,18,--,Orthodox,"d71d968dc6ecfdaf""",205 lbs.,9,734
0,Megumi,"5' 3""",Fujii,3,--,,"fb6c531726447ff3""",113 lbs.,26,735
0,Kazuyuki,"6' 0""",Fujita,9,--,Orthodox,"b1605ea39fba6af6""",235 lbs.,15,736
4,Keisuke,"5' 6""",Fujiwara,4,--,Switch,"ccd58ff71e260ed5""",139 lbs.,11,737
0,Riki,"6' 0""",Fukuda,7,"73.0""",Southpaw,"7c35f869033901ae""",185 lbs.,19,738
0,Masio,"5' 10""",Fullen,6,"70.0""",Orthodox,"4638cc6479cc0afe""",145 lbs.,10,739
10,Travis,"6' 0""",Fulton,49,--,Orthodox,"911fb265462f0d94""",240 lbs.,127,740
1,Masakatsu,"6' 0""",Funaki,13,--,Southpaw,"aa3153a9941b4d44""",185 lbs.,39,741
0,Ricardo,"5' 10""",Funch,4,"76.0""",Southpaw,"e9e1acc96536bb4f""",170 lbs.,8,742
0,James,--,Gabert,4,--,,"fcd8b623892b9a10""",178 lbs.,6,743
0,Claudia,"5' 4""",Gadelha,3,"63.0""",Orthodox,"ec34349e7dffcde7""",115 lbs.,15,744
1,Alavutdin,"6' 2""",Gadjiev,12,--,Orthodox,"a7a79b8efbceaaac""",185 lbs.,18,745
0,Justin,"5' 11""",Gaethje,2,"70.0""",Orthodox,"9e8f6c728eb01124""",155 lbs.,18,746
1,Sheila,"5' 5""",Gaff,6,"62.0""",Orthodox,"837d30395faca41e""",135 lbs.,10,747
0,Mitch,"5' 5""",Gagnon,4,"65.0""",Southpaw,"b8592b4a383696cd""",135 lbs.,12,748
0,Brandon,"6' 3""",Gaines,16,--,,"8e6cfbd455f0f9c2""",185 lbs.,5,749
0,Travis,"6' 0""",Galbraith,7,--,Orthodox,"06dc1a58663579d2""",170 lbs.,18,750
0,Dave,"5' 11""",Galera,1,--,Orthodox,"0876d21328cf4a45""",135 lbs.,5,751
0,Zelg,"6' 2""",Galesic,6,--,Orthodox,"8a1b4330c7957961""",185 lbs.,10,752
0,Daniel,"6' 5""",Gallemore,3,--,,"96706c75a2b14164""",265 lbs.,7,753
0,Tom,"5' 10""",Gallicchio,11,"73.0""",Southpaw,"cc81c92fe2254935""",170 lbs.,19,754
0,Turrell,"5' 3""",Galloway,2,--,,"7e654edcddd71550""",145 lbs.,5,755
0,Andre,"5' 7""",Galvao,2,--,Orthodox,"45fe6765c56d8018""",168 lbs.,5,756
1,Marcos,"5' 7""",Galvao,5,--,Orthodox,"e15d0a2519d6a0b5""",135 lbs.,11,757
0,Lucas,--,Gamaza,2,--,,"289a3b69b85da7cd""",170 lbs.,5,758
0,Joey,"5' 7""",Gambino,2,--,Orthodox,"10559c53de0b950e""",145 lbs.,9,759
0,Manvel,"5' 5""",Gamburyan,11,"67.0""",Orthodox,"cc6f9d1e89f3449a""",135 lbs.,18,760
0,Ariel,"5' 11""",Gandulla,6,--,Orthodox,"41904fc4d3f5bffc""",205 lbs.,6,761
0,Cody,"5' 8""",Garbrandt,1,"65.0""",Orthodox,"d8c7c61b176e3994""",135 lbs.,11,762
1,Leonard,"5' 10""",Garcia,11,"69.0""",Orthodox,"917e53fa0adea0d3""",145 lbs.,19,763
0,Edgar,"5' 10""",Garcia,5,"71.0""",Orthodox,"8d49545dadf9b919""",170 lbs.,14,764
0,Alejandro,"5' 7""",Garcia,5,--,,"e5dc36e0aba7e9da""",145 lbs.,14,765
0,Alex,"5' 9""",Garcia,4,"72.0""",Orthodox,"a2b12c3f3d60ff69""",170 lbs.,15,766
0,Nick,"5' 4""",Garcia,3,--,,"8a04d94dfcfab159""",125 lbs.,8,767
0,Steve,"6' 0""",Garcia,2,--,,"97cf1a2c7c5e7889""",135 lbs.,7,768
0,David,"5' 11""",Gardner,19,--,Orthodox,"70167689d6a01793""",155 lbs.,18,769
0,Pablo,"6' 1""",Garza,4,"73.0""",Orthodox,"8e5bfd4e82352340""",145 lbs.,13,770
0,Azamat,"5' 6""",Gashimov,3,"66.0""",Orthodox,"a1b0715c4fd2dbd3""",125 lbs.,10,771
2,Brian,"6' 1""",Gassaway,20,--,Orthodox,"e4770d5ed44a3970""",170 lbs.,29,772
0,Kelvin,"5' 9""",Gastelum,3,"71.0""",Southpaw,"8c0580d4fff106c1""",185 lbs.,15,773
0,Willie,"5' 8""",Gates,7,"70.0""",Orthodox,"6ded9184b2284645""",125 lbs.,12,774
0,Louis,"5' 3""",Gaudinot,4,"63.0""",Orthodox,"b72a60a0cadff408""",125 lbs.,6,775
0,Chad,"5' 6""",George,6,"68.0""",Southpaw,"14e797332ea32cdb""",135 lbs.,13,776
0,Paul,"6' 2""",Georgieff,2,--,Orthodox,"2f1700b3a4a09bc7""",170 lbs.,6,777
1,Brian,"5' 7""",Geraghty,17,--,Orthodox,"15edcf67ccf5be84""",155 lbs.,24,778
0,Karine,"5' 4""",Gevorgyan,3,"63.0""",,"2db0c114414d4f06""",125 lbs.,3,779
0,Darrel,"5' 8""",Gholar,6,--,Orthodox,"a24e080000fa7a35""",194 lbs.,5,780
1,Tiki,"5' 10""",Ghosn,7,--,Orthodox,"cb6783c39c01d896""",170 lbs.,10,781
0,Christos,"5' 10""",Giagos,4,"71.0""",Orthodox,"de45aaae23dfa392""",155 lbs.,11,782
0,James,"5' 11""",Giboo,5,--,Orthodox,"f74e037b97917027""",170 lbs.,13,783
0,Lance,"5' 9""",Gibson,5,--,Orthodox,"63eedfcc73071d41""",185 lbs.,4,784
0,Lee,"5' 7""",Gibson,3,--,,"69db199087a1a792""",155 lbs.,12,785
0,Cody,"5' 10""",Gibson,6,"71.0""",Orthodox,"700a674c042b7a96""",135 lbs.,12,786
0,Kenny,"5' 11""",Giddens,7,--,,"db8b800176d26f6e""",155 lbs.,12,787
0,Joe,"5' 11""",Gigliotti,2,"69.0""",Orthodox,"83825fad27ab3581""",185 lbs.,7,788
0,Trevin,"6' 0""",Giles,0,"74.0""",Orthodox,"b27a1fcb56a3035a""",185 lbs.,11,789
0,Kultar,"6' 0""",Gill,8,--,Orthodox,"42c96a9c4802e2e1""",154 lbs.,10,790
0,Gregor,"5' 9""",Gillespie,0,"71.0""",Orthodox,"84ff027394f7e470""",155 lbs.,11,791
0,Jason,"6' 0""",Gilliam,5,--,Orthodox,"91720876db0ee468""",170 lbs.,14,792
0,Bob,"6' 3""",Gilstrap,6,--,Orthodox,"c96518b7f6881004""",200 lbs.,5,793
0,Billy,"5' 8""",Giovanella,5,--,,"c1ea31a904fe08a9""",125 lbs.,9,794
0,Israel,"5' 8""",Giron,5,--,,"4b4f6abdce986be6""",155 lbs.,19,795
0,Brandon,"5' 7""",Girtz,7,--,,"81f1810f72df8f25""",155 lbs.,14,796
0,Mike,--,Glenn,6,--,,"ed133185689088b3""",205 lbs.,5,797
1,Rick,"6' 0""",Glenn,5,"70.0""",Southpaw,"814ff3018127e8fc""",145 lbs.,20,798
0,Mark,"6' 4""",Godbeer,4,"77.0""",Orthodox,"ad56b3f00ca38dfd""",240 lbs.,13,799
0,Clint,"5' 6""",Godfrey,3,--,Southpaw,"bd85ca0bb4f26cfc""",135 lbs.,12,800
0,Jason,"6' 2""",Godsey,16,--,Orthodox,"5ca158b1cc9cb242""",230 lbs.,16,801
2,Allan,"6' 0""",Goes,5,--,Orthodox,"e62b36885ecdac27""",205 lbs.,10,802
0,Jonny,"5' 11""",Goh,4,--,,"e86af30738a5452a""",155 lbs.,3,803
0,Marcelo,"6' 3""",Golm,1,"75.0""",Orthodox,"ac29d508d78384c9""",249 lbs.,6,804
0,Sergio,"5' 6""",Gomez,3,--,Orthodox,"af1e5c64b8663aa0""",155 lbs.,10,805
0,Frank,"5' 10""",Gomez,4,"67.0""",Orthodox,"a0a680fe2f6cc8e6""",135 lbs.,10,806
0,Ulysses,"5' 6""",Gomez,4,"66.0""",Orthodox,"1e35aa8955794580""",125 lbs.,9,807
0,Joey,"5' 10""",Gomez,2,"73.0""",Orthodox,"0778f94eb5d588a5""",135 lbs.,6,808
0,Takanori,"5' 7""",Gomi,14,"70.0""",Southpaw,"3be081c29bf734d9""",155 lbs.,35,809
7,Akihiro,"5' 7""",Gono,16,"68.0""",Switch,"b2acebbef8da14ea""",170 lbs.,32,810
0,Gabriel,"6' 2""",Gonzaga,11,"76.0""",Orthodox,"270b89c00ef0c55c""",242 lbs.,17,811
0,Fernando,"5' 9""",Gonzalez,11,"68.0""",Southpaw,"be5aab761c40ef35""",170 lbs.,19,812
0,Nick,"5' 6""",Gonzalez,9,--,Orthodox,"28d8638ea0a71908""",155 lbs.,17,813
0,Lewis,"5' 10""",Gonzalez,2,"73.0""",Orthodox,"2ff2e6e5abea3e53""",170 lbs.,10,814
0,Jason,"6' 2""",Gonzalez,4,"74.0""",Southpaw,"e45cfa47f504033a""",155 lbs.,11,815
0,Pearl,"5' 4""",Gonzalez,3,"68.0""",Orthodox,"1ebdcb7488d0ebee""",115 lbs.,6,816
0,Kier,--,Gooch,7,--,,"1bda4867f1baceac""",155 lbs.,2,817
0,Lyman,"6' 0""",Good,4,"74.0""",Orthodox,"4e0692ad070976e4""",170 lbs.,19,818
1,Gary,"6' 3""",Goodridge,22,--,Orthodox,"fbbde91f7bc2d3c5""",249 lbs.,23,819
0,Eddie,"6' 0""",Gordon,4,"76.0""",Orthodox,"8cad40a75e5c97f5""",185 lbs.,8,820
0,Jared,"5' 9""",Gordon,2,"68.0""",Orthodox,"7026eca45f65377b""",155 lbs.,14,821
0,Tim,"5' 5""",Gorman,4,"68.0""",Southpaw,"c10eb2f12c489f6d""",135 lbs.,9,822
0,Chase,"6' 3""",Gormley,4,--,Orthodox,"052ceb8976695342""",265 lbs.,7,823
0,Jonathan,"6' 0""",Goulet,12,"73.0""",Orthodox,"fb1538b46877a695""",170 lbs.,23,824
0,Thibault,"5' 10""",Gouti,4,"72.0""",Orthodox,"51e86de150ee8be6""",155 lbs.,12,825
0,Wilson,"6' 1""",Gouveia,8,"76.0""",Orthodox,"af5b208e97f5d382""",185 lbs.,12,826
0,Todd,"6' 1""",Gouwenberg,5,--,Orthodox,"c44acf87e376c62b""",205 lbs.,9,827
0,Justin,--,Governale,5,--,,"ae954fd497025462""",145 lbs.,5,828
0,Damian,"6' 1""",Grabowski,5,"75.0""",Orthodox,"3f11b5d4bd76a6d9""",241 lbs.,20,829
3,Royce,"6' 1""",Gracie,2,--,Southpaw,"429e7d3725852ce9""",175 lbs.,14,830
1,Daniel,"6' 2""",Gracie,4,--,Orthodox,"82d6a9ae41aac3f7""",225 lbs.,5,831
0,Ralph,"5' 9""",Gracie,1,--,Orthodox,"a9c45a8b21eabadc""",183 lbs.,6,832
1,Renzo,"5' 10""",Gracie,6,--,Orthodox,"aae0897825336b1a""",185 lbs.,14,833
0,Rickson,"5' 10""",Gracie,0,--,Switch,"194fc025f9355db6""",185 lbs.,11,834
1,Rodrigo,"6' 0""",Gracie,2,--,Orthodox,"36877f0e62b25b96""",183 lbs.,6,835
1,Royler,"5' 8""",Gracie,5,--,Southpaw,"b807814d977682eb""",150 lbs.,5,836
0,Ryan,"5' 9""",Gracie,2,--,Orthodox,"0c3838c8f7c620c2""",200 lbs.,5,837
0,Rolles,"6' 4""",Gracie,1,--,Orthodox,"e4a9dbade7c7e1a7""",242 lbs.,5,838
0,Roger,"6' 4""",Gracie,2,"79.0""",Orthodox,"a6bbd3df469c6bea""",185 lbs.,6,839
0,Igor,"5' 11""",Gracie,2,--,,"722b870449243083""",170 lbs.,4,840
0,Neiman,"6' 0""",Gracie,0,--,,"12d855d12a624da2""",170 lbs.,6,841
0,TJ,"5' 10""",Grant,5,"72.0""",Orthodox,"a26198ba5093147e""",155 lbs.,21,842
0,Davey,"5' 8""",Grant,3,"69.0""",,"113df4fde64735c6""",135 lbs.,10,843
0,Alexa,"5' 5""",Grasso,1,"66.0""",Orthodox,"e8b731feff72294b""",115 lbs.,10,844
1,Michael,"5' 10""",Graves,0,"71.0""",,"3f1d23b01c552a13""",170 lbs.,6,845
0,Shelton,"6' 2""",Graves,3,"76.0""",Southpaw,"642862d6d63605cd""",255 lbs.,7,846
0,Kevin,"5' 4""",Gray,4,"67.0""",Orthodox,"bb0d290026d7681d""",125 lbs.,9,847
1,Bobby,"5' 10""",Green,8,"71.0""",Orthodox,"887961364be5ceb3""",155 lbs.,24,848
0,Desmond,"5' 10""",Green,7,"73.0""",Southpaw,"f046d724d2a84ac5""",155 lbs.,20,849
0,Matt,"5' 8""",Grice,5,"70.0""",Orthodox,"bfc2fc38a0e20211""",145 lbs.,15,850
0,Forrest,"6' 3""",Griffin,7,"77.0""",Orthodox,"fcffee71cff5530e""",205 lbs.,19,851
0,Tyson,"5' 6""",Griffin,6,"68.0""",Orthodox,"20205040232ed0f3""",145 lbs.,15,852
0,Max,"5' 11""",Griffin,4,"76.0""",Orthodox,"b0d6a1d8ac3d563d""",170 lbs.,14,853
0,Chad,"6' 1""",Griggs,3,"73.0""",Orthodox,"fdf18227faa596dd""",205 lbs.,11,854
0,Chuck,"6' 6""",Grigsby,8,--,Orthodox,"7fb4234670271505""",205 lbs.,19,855
0,Rodrigo,"5' 11""",Gripp de Sousa,9,--,Orthodox,"dde70a112e053a6c""",205 lbs.,7,856
0,Josh,"5' 11""",Grispi,5,"74.0""",Orthodox,"60ba33c3f555a7a3""",145 lbs.,14,857
0,Garrett,"6' 0""",Gross,6,--,,"6741218640534d8b""",155 lbs.,10,858
0,Kendall,"6' 6""",Grove,10,"79.0""",Orthodox,"234f3767ff0e5701""",185 lbs.,13,859
1,Neil,"6' 6""",Grove,5,--,Orthodox,"36a432f22144843e""",265 lbs.,11,860
0,Chris,"5' 8""",Gruetzemacher,3,"68.0""",Orthodox,"feaf00f3373435d6""",155 lbs.,14,861
0,Vik,"5' 11""",Grujic,6,"73.0""",Orthodox,"1e7483dbff40b84b""",170 lbs.,7,862
1,Wang,"5' 9""",Guan,1,"71.0""",Orthodox,"dd12382f28296f7b""",145 lbs.,20,863
1,Nandor,"6' 3""",Guelmino,5,"76.0""",,"1abfb658cd4f8533""",230 lbs.,11,864
0,Fabricio,"5' 10""",Guerreiro,5,--,,"2963369e327e1979""",145 lbs.,21,865
0,Shannon,"5' 10""",Gugerty,6,"71.0""",Orthodox,"9f1641c08cf8fbe2""",155 lbs.,14,866
0,Clay,"5' 7""",Guida,14,"70.0""",Orthodox,"c47df9303d318c67""",155 lbs.,34,867
3,Melvin,"5' 9""",Guillard,15,"68.0""",Orthodox,"ccd1299e0345e0ce""",155 lbs.,48,868
0,Chris,"6' 0""",Guillen,12,--,Orthodox,"da0f33e4255f99eb""",240 lbs.,13,869
1,Marcelo,"6' 0""",Guimaraes,2,"73.0""",Orthodox,"0c9c0a43d3f3f49d""",185 lbs.,9,870
0,Leonardo,"6' 0""",Augusto Leleco,3,"73.0""",Orthodox,"cc98d857b148e33a""",185 lbs.,11,871
1,Brad,"5' 11""",Gumm,6,--,Orthodox,"4d74641fac830182""",170 lbs.,10,872
2,John,"5' 9""",Gunderson,12,"69.0""",Orthodox,"a0c139b34f11421a""",155 lbs.,32,873
0,Jorge,"5' 7""",Gurgel,9,"69.0""",Orthodox,"04d5718ed2661e8c""",155 lbs.,14,874
0,Andre,"6' 0""",Gusmao,3,--,Orthodox,"cc300e9aa3063431""",205 lbs.,6,875
0,Alexander,"6' 5""",Gustafsson,4,"79.0""",Orthodox,"3c6976f8182d9527""",205 lbs.,18,876
0,Justin,"6' 1""",Guthrie,9,--,,"a789defa9086da46""",170 lbs.,18,877
0,Horacio,"5' 10""",Gutierrez,3,"69.0""",,"cd85b48dc880fabd""",145 lbs.,3,878
1,Mike,"6' 0""",Guymon,5,"74.0""",Orthodox,"eaea0fc7b76525a8""",170 lbs.,12,879
0,Damir,"5' 9""",Hadzovic,4,"70.0""",Orthodox,"38c626ca912c7bac""",155 lbs.,11,880
0,Tim,"6' 4""",Hague,5,"76.0""",Orthodox,"219a254e15d60135""",260 lbs.,13,881
0,Stoney,"6' 0""",Hale,2,--,,"206a7d47eb62170e""",--,4,882
0,Kevin,"6' 2""",Haley,4,--,,"439d4bbefd4e6940""",205 lbs.,6,883
0,Mark,"6' 0""",Hall,6,--,Orthodox,"18524b46c570730b""",190 lbs.,5,884
0,Uriah,"6' 0""",Hall,8,"79.0""",Orthodox,"65578a75fa7900e3""",185 lbs.,14,885
0,Ryan,"5' 10""",Hall,1,"71.0""",,"8866c6f509c19089""",145 lbs.,6,886
2,Dennis,"5' 9""",Hallman,14,"72.0""",Orthodox,"8a8a84b743ae7699""",155 lbs.,67,887
0,Piotr,"5' 9""",Hallmann,5,"71.0""",Orthodox,"a3be148af5c7b088""",155 lbs.,15,888
0,Brandon,"6' 0""",Halsey,3,--,,"e763679f15326ae1""",185 lbs.,9,889
0,John,"5' 9""",Halverson,7,--,Southpaw,"88c8f47241d90040""",155 lbs.,16,890
0,Seohee,"5' 2""",Ham,8,"62.0""",Southpaw,"165c244bcca3ed26""",115 lbs.,16,891
1,Kazuhiro,"6' 0""",Hamanaka,7,--,Southpaw,"1b4d6971bb18b82c""",185 lbs.,5,892
0,Matt,"6' 1""",Hamill,5,"76.0""",Orthodox,"98b80a717b9bda17""",205 lbs.,12,893
0,Jeremy,--,Hamilton,1,--,,"7ada6ea792a34424""",185 lbs.,8,894
0,Anthony,"6' 5""",Hamilton,9,"76.0""",Orthodox,"c727c7d31c50c4cf""",260 lbs.,15,895
0,CJ,"5' 7""",Hamilton,4,"68.0""",Switch,"7da5839b223f3728""",125 lbs.,11,896
0,Jared,"6' 3""",Hamman,6,"75.0""",Orthodox,"23459ee7e373b98f""",185 lbs.,13,897
0,James,"6' 3""",Hammortree,2,--,Orthodox,"1f77fce698e80488""",185 lbs.,6,898
1,Joachim,"5' 7""",Hansen,11,--,Southpaw,"86e388ed20761ad9""",150 lbs.,22,899
0,Nasrat,"5' 10""",Haqparast,2,"72.0""",Southpaw,"b7b84ccd221be298""",155 lbs.,8,900
0,Antoni,"6' 4""",Hardonk,6,"78.0""",Orthodox,"69b69c0178c4004d""",245 lbs.,8,901
0,Dan,"6' 0""",Hardy,10,"74.0""",Orthodox,"473ce3aa581251a2""",170 lbs.,25,902
0,Scott,"6' 0""",Harper,7,--,Orthodox,"14a433bccba87016""",185 lbs.,12,903
0,Gerald,"5' 11""",Harris,4,"77.0""",Southpaw,"c4b81cdecd5d6abe""",185 lbs.,19,904
0,Phil,"5' 4""",Harris,12,"64.0""",Orthodox,"ba043b03eb799063""",125 lbs.,22,905
0,Walt,"6' 5""",Harris,7,"77.0""",Southpaw,"03f982ca3735070c""",250 lbs.,10,906
1,Collin,"6' 1""",Hart,2,"76.0""",Orthodox,"16bf6a73bdd302cd""",185 lbs.,4,907
0,Dale,"5' 10""",Hartt,3,"69.0""",Orthodox,"058e4e08a1ad8aba""",155 lbs.,6,908
0,Clay,"6' 1""",Harvison,3,"74.0""",,"83a477a7dba1ca58""",170 lbs.,9,909
6,Hidehiko,"5' 9""",Hasegawa,15,--,,"2a2eeee20ef049cf""",170 lbs.,19,910
0,Chris,"5' 11""",Haseman,16,--,Orthodox,"5bd533d50c8e7b8a""",205 lbs.,20,911
1,Takayo,"5' 4""",Hashi,4,--,Orthodox,"ae4343d29c68e9d0""",135 lbs.,13,912
0,Justin,"5' 10""",Haskins,6,--,Orthodox,"77940e45bc86208e""",170 lbs.,7,913
0,Hayder,"5' 10""",Hassan,3,"70.0""",,"cf615eb4b7862c76""",170 lbs.,6,914
4,Daiki,"5' 6""",Hata,9,--,Orthodox,"c76ceda100ac0fad""",139 lbs.,11,915
0,John,"6' 1""",Hathaway,2,"75.0""",Orthodox,"28f3c2258a1d8874""",170 lbs.,17,916
0,Chris,"6' 1""",Hawk,8,--,,"9460c867aae1987e""",205 lbs.,4,917
0,Del,"5' 5""",Hawkins,15,--,Orthodox,"885e7f70dcac0007""",135 lbs.,22,918
0,Tommy,"5' 9""",Hayden,2,"72.0""",Southpaw,"0871254cd790c250""",145 lbs.,8,919
1,Mike,"6' 4""",Hayes,4,--,Orthodox,"0cfbbfa0ba6d9855""",230 lbs.,16,920
0,Gerric,"5' 10""",Hayes,8,--,,"7d6a3546c988cdc0""",--,7,921
0,Josh,"5' 9""",Haynes,11,--,Orthodox,"6ef58dabef8beb15""",170 lbs.,14,922
0,Dustin,"6' 1""",Hazelett,7,"76.0""",Orthodox,"a149d6bc670cdb60""",170 lbs.,12,923
0,James,"6' 1""",Head,4,"73.0""",Orthodox,"19a8cce18a1cef9e""",170 lbs.,9,924
0,Pat,"6' 0""",Healy,19,"74.0""",Orthodox,"50d2f0018bcf9eef""",155 lbs.,31,925
1,Ryan,"6' 1""",Healy,9,--,Orthodox,"f3eb664db7fb1df3""",155 lbs.,19,926
0,David,"5' 11""",Heath,7,"72.0""",Orthodox,"4f95f74620a6b7a4""",205 lbs.,16,927
0,Chris,"5' 9""",Heatherly,3,"68.0""",Orthodox,"bad8be5827ea1bf1""",155 lbs.,9,928
0,Jake,"6' 0""",Hecht,4,"76.0""",Orthodox,"e57fdbea1b828202""",170 lbs.,11,929
0,Nick,"5' 6""",Hein,2,"66.0""",Southpaw,"2816ced060a21be3""",155 lbs.,14,930
0,Marcin,"5' 9""",Held,7,"71.0""",Orthodox,"bf43fed8f29e1671""",155 lbs.,23,931
0,Delson,"5' 11""",Heleno,7,--,Orthodox,"970beed85bc46b63""",185 lbs.,23,932
0,Dan,"5' 11""",Henderson,15,"74.0""",Orthodox,"1ccf4e7caff270df""",185 lbs.,32,933
0,Benson,"5' 9""",Henderson,5,"70.0""",Southpaw,"2676b28836a5a836""",170 lbs.,23,934
0,Ron,"5' 10""",Henderson,3,--,,"498f0d066396ec59""",125 lbs.,4,935
0,Josh,"6' 2""",Hendricks,7,--,Southpaw,"7649c4c95b824488""",235 lbs.,18,936
0,Johny,"5' 9""",Hendricks,8,"69.0""",Southpaw,"0941df56f6ac954b""",185 lbs.,18,937
