draws,first_name,height,last_name,losses,reach,stance,url,weight,wins,fighter_id
0,Tom,--,Aaron,3,--,,"93fe7332d16c6ad9""",155 lbs.,5,0
0,Danny,"5' 11""",Abbadi,6,--,Orthodox,"15df64c02b6b0fde""",155 lbs.,4,1
0,David,"6' 0""",Abbott,14,--,Switch,"b361180739bed4b0""",265 lbs.,10,2
0,Shamil,"6' 3""",Abdurakhimov,4,"76.0""",Orthodox,"2f5cbecbbe18bac4""",235 lbs.,18,3
3,Hiroyuki,"5' 6""",Abe,14,--,Orthodox,"c0ed7b208197e8de""",145 lbs.,8,4
0,Daichi,"5' 11""",Abe,1,"71.0""",Orthodox,"5140122c3eecd307""",170 lbs.,6,5
0,Papy,"5' 11""",Abedi,3,"74.0""",Southpaw,"c9f6385af6df66d7""",185 lbs.,9,6
0,Ricardo,"5' 11""",Abreu,3,"73.0""",Orthodox,"aa6e591c2a2cdecd""",185 lbs.,5,7
0,Daniel,"5' 8""",Acacio,12,--,Orthodox,"1c5879330d42255f""",180 lbs.,26,8
0,Scott,"6' 0""",Adams,1,--,Southpaw,"2620f3eb21c79614""",225 lbs.,8,9
0,Israel,"6' 4""",Adesanya,0,"80.0""",Switch,"1338e2c7480bdf9e""",185 lbs.,13,10
2,Sam,"6' 3""",Adkins,20,--,Orthodox,"0e9869d712e81f8f""",225 lbs.,7,11
0,Nick,"5' 8""",Agallar,6,--,Orthodox,"ebc5af72ad5a28cb""",155 lbs.,24,12
1,Marcelo,"5' 10""",Aguiar,3,--,Orthodox,"44aa652b181bcf68""",170 lbs.,2,13
0,Edwin,"5' 10""",Aguilar,16,--,,"6cadc0a0ba7dc015""",185 lbs.,22,14
0,Jessica,"5' 3""",Aguilar,6,"63.0""",Orthodox,"8f382b3baa954d2a""",115 lbs.,19,15
1,Mike,"5' 9""",Aina,6,--,Orthodox,"9e3dbb9c68ed5d1a""",155 lbs.,12,16
0,Hitomi,"5' 4""",Akano,8,--,Southpaw,"2eada40ac8801559""",135 lbs.,18,17
1,Omari,"6' 0""",Akhmedov,4,"73.0""",Orthodox,"16690d100f995f8f""",185 lbs.,17,18
0,Yoshihiro,"5' 10""",Akiyama,6,"73.0""",Orthodox,"b0550072e5f0afa7""",170 lbs.,14,19
0,Razak,"6' 2""",Al-Hassan,5,--,Orthodox,"38b50fd1e1b5b656""",205 lbs.,11,20
0,Mostapha,"6' 2""",Al-Turk,6,"77.0""",Orthodox,"1cf1310684a841f5""",245 lbs.,6,21
0,John,"5' 8""",Albert,5,"68.0""",,"7bd94b60d7521e4a""",135 lbs.,7,22
0,Junior,"6' 3""",Albini,3,"74.0""",Orthodox,"c482c8605455a213""",264 lbs.,14,23
0,Alexandra,"5' 2""",Albu,0,"63.0""",Orthodox,"e76d9f656ceb82ab""",115 lbs.,7,24
0,Iuri,"5' 9""",Alcantara,9,"71.0""",Southpaw,"2f95a3c6d58b2aad""",135 lbs.,35,25
0,Ildemar,"6' 2""",Alcantara,8,"78.0""",Orthodox,"7c6e87729e824ef4""",185 lbs.,21,26
0,Gilbert,"6' 1""",Aldana,2,--,Orthodox,"d26934530dc5b248""",250 lbs.,6,27
0,Irene,"5' 9""",Aldana,4,"68.0""",Orthodox,"578ef12674df1e6a""",135 lbs.,8,28
0,Jose,"5' 7""",Aldo,4,"70.0""",Orthodox,"d0f3959b4a9747e6""",145 lbs.,26,29
0,JJ,"5' 5""",Aldrich,2,"67.0""",Southpaw,"6fd953151d981979""",115 lbs.,6,30
0,Jim,"5' 9""",Alers,3,"71.0""",Orthodox,"fe5a9547479396ab""",145 lbs.,13,31
0,John,"5' 10""",Alessio,16,"72.0""",Orthodox,"7a15f3694c5cbc02""",155 lbs.,34,32
1,Houston,"6' 0""",Alexander,8,"72.0""",Orthodox,"0541480fbf719d86""",205 lbs.,13,33
0,Kenneth,"5' 9""",Alexander,5,--,Orthodox,"8fd76e1b49c00ae2""",155 lbs.,5,34
0,Marcio,"6' 0""",Alexandre Junior,3,"75.0""",Southpaw,"d53482bef23235ba""",170 lbs.,13,35
0,Olaf,"6' 2""",Alfonso,11,--,Orthodox,"b757c73f443d4fca""",170 lbs.,8,36
0,Pablo,"5' 8""",Alfonso,5,--,,"4b37a0bc2ab4cae1""",145 lbs.,6,37
0,Sultan,"5' 11""",Aliev,2,"74.0""",Orthodox,"e70de1859b7ee78e""",170 lbs.,14,38
2,George,"6' 2""",Allen,19,--,Open Stance,"1e13936d708bcff7""",205 lbs.,13,39
0,Arnold,"5' 8""",Allen,1,"70.0""",Southpaw,"040a74bb0a465c54""",145 lbs.,12,40
0,Benny,"5' 11""",Alloway,6,"75.0""",Orthodox,"c4fe2e9a06ea5bcb""",170 lbs.,13,41
0,Ricardo,"6' 0""",Almeida,5,"74.0""",Orthodox,"91186547a7f3f758""",170 lbs.,13,42
0,Magno,"6' 0""",Almeida,3,--,,"d615d6a10a4704cd""",155 lbs.,9,43
0,Thomas,"5' 7""",Almeida,3,"70.0""",Southpaw,"2b074403b7c6cdb4""",135 lbs.,22,44
0,Ericka,"5' 6""",Almeida,2,"68.0""",,"67a992d4cff22466""",115 lbs.,7,45
0,Mauricio,"6' 2""",Alonso,7,--,,"c6bf75775b278ed8""",170 lbs.,13,46
0,Sean,"6' 0""",Alvarez,3,--,Orthodox,"e741536153227386""",235 lbs.,4,47
0,Eddie,"5' 9""",Alvarez,5,"69.0""",Orthodox,"33a331684283900f""",155 lbs.,29,48
0,Jaime,"5' 8""",Alvarez,1,"69.0""",Orthodox,"4438482bd1d5a029""",125 lbs.,6,49
0,Thiago,"5' 9""",Alves,12,"70.0""",Orthodox,"31ee470ef5dc8d7f""",170 lbs.,27,50
0,Amilcar,"6' 0""",Alves,4,--,Southpaw,"dc5a6b2fdb27e7dc""",170 lbs.,11,51
0,Warlley,"5' 11""",Alves,2,"72.0""",Orthodox,"d317a5e2b3f88c5f""",170 lbs.,12,52
0,Sam,"6' 2""",Alvey,10,"75.0""",Southpaw,"d156513a19acf856""",185 lbs.,32,53
1,Andre,"6' 0""",Amado,4,--,Orthodox,"20821819c401ced8""",154 lbs.,6,54
1,Adlan,"6' 2""",Amagov,2,"76.0""",Orthodox,"1e327b281ef6a745""",170 lbs.,13,55
1,Jimmy,"6' 2""",Ambriz,18,--,Southpaw,"c912f676692c353a""",315 lbs.,15,56
0,JJ,"5' 10""",Ambrose,3,--,Orthodox,"d562b12b8fe88336""",170 lbs.,17,57
0,Makwan,"5' 10""",Amirkhani,3,"72.0""",Southpaw,"87a1dc546b1c5caf""",145 lbs.,13,58
2,Karl,"5' 11""",Amoussou,4,--,Orthodox,"23a8c33869bf5392""",185 lbs.,12,59
0,Eryk,"6' 1""",Anders,1,"75.0""",Southpaw,"cad24459b28592ca""",185 lbs.,10,60
1,Matt,"6' 2""",Andersen,8,--,Southpaw,"8738eacd62e82a32""",230 lbs.,14,61
0,Corey,"6' 3""",Anderson,4,"79.0""",Orthodox,"5e4eec08896c9423""",205 lbs.,10,62
0,Derek,"6' 0""",Anderson,3,--,,"19ba965651486013""",155 lbs.,14,63
0,Megan,"6' 0""",Anderson,2,--,,"a0e75f4a13eb73f1""",145 lbs.,8,64
0,Alex,"5' 11""",Andrade,5,--,Orthodox,"1562b12763cc8d67""",200 lbs.,10,65
0,Jessica,"5' 1""",Andrade,6,"62.0""",Orthodox,"6a1901c62ab3870f""",115 lbs.,18,66
0,Viscardi,"5' 11""",Andrade,7,"75.0""",Orthodox,"d221ee27afc7a60e""",170 lbs.,19,67
0,Jermaine,"5' 7""",Andre,4,--,Orthodox,"9bad58fa651d6196""",200 lbs.,14,68
0,Dylan,"6' 1""",Andrews,8,"73.0""",Switch,"00debc804e2b1cd4""",185 lbs.,18,69
0,Reese,"6' 0""",Andy,3,--,Orthodox,"46e2ca71fd5089cb""",205 lbs.,7,70
1,Yoji,"5' 11""",Anjo,5,--,Orthodox,"e06fd1260ac865a7""",205 lbs.,0,71
0,Magomed,"6' 3""",Ankalaev,1,"75.0""",Orthodox,"d802174b0c0c1f4e""",205 lbs.,9,72
0,Nina,"5' 5""",Ansaroff,5,"64.0""",Orthodox,"d343df8ba11f4c4e""",115 lbs.,8,73
0,Gadzhimurad,"5' 11""",Antigulov,4,"70.0""",Orthodox,"af997f7611673880""",205 lbs.,20,74
0,Adam,"5' 5""",Antolin,3,"63.0""",Orthodox,"25b31165758402dd""",125 lbs.,12,75
0,Zu,"6' 1""",Anyanwu,5,"77.0""",Orthodox,"78d48d3874dacafd""",251 lbs.,14,76
0,Shinsho,"5' 7""",Anzai,2,"70.0""",Orthodox,"4665f9f909cd7214""",170 lbs.,10,77
0,Shinya,"5' 11""",Aoki,5,--,Southpaw,"79ded75550efc139""",154 lbs.,30,78
0,Erik,"6' 0""",Apple,3,--,Orthodox,"1ccff7f0cfdf85eb""",170 lbs.,10,79
5,Kenji,"5' 10""",Arai,15,--,Southpaw,"269d103c96a4c3a5""",145 lbs.,15,80
0,Romie,"5' 10""",Aram,1,--,Orthodox,"73ef22f25d0f70e2""",170 lbs.,7,81
1,Felipe,"5' 8""",Arantes,9,"73.0""",Orthodox,"71002dbc1743b9a7""",145 lbs.,18,82
0,Igor,"6' 1""",Araujo,8,"77.0""",Orthodox,"dbea8c1cb327ab3d""",170 lbs.,25,83
0,Julio,"5' 7""",Arce,2,"70.0""",Southpaw,"1291edf2d566a71a""",145 lbs.,14,84
0,Art,"5' 8""",Arciniega,7,--,,"d25e39e74efb0a77""",145 lbs.,15,85
0,Andrei,"6' 3""",Arlovski,15,"77.0""",Orthodox,"3738e68d2261e60f""",240 lbs.,27,86
0,Joey,--,Armstrong,2,--,,"30ad2050273d016a""",--,5,87
0,Austin,"6' 0""",Arnett,4,"72.0""",Orthodox,"bf0e700106d00e55""",145 lbs.,15,88
0,Ricardo,"5' 11""",Arona,5,--,Orthodox,"05fbfe628658c538""",205 lbs.,14,89
0,Chalid,"5' 11""",Arrab,3,--,Orthodox,"770b9d4813c25902""",205 lbs.,7,90
1,Akbarh,"5' 10""",Arreola,10,"71.0""",Southpaw,"c136b2a8852da5bd""",155 lbs.,23,91
0,Matt,"5' 10""",Arroyo,3,"72.0""",Orthodox,"de62052b2ede65ba""",170 lbs.,3,92
0,Cesar,"5' 11""",Arzamendia,4,"71.0""",,"49f78022126bf4a4""",155 lbs.,7,93
0,Cyril,"6' 0""",Asker,4,"74.0""",Orthodox,"9be6020024133293""",247 lbs.,9,94
0,Scott,"6' 3""",Askham,4,"75.0""",Southpaw,"06827d70c53ff0d9""",185 lbs.,14,95
0,Junior,"5' 9""",Assuncao,4,"72.0""",Orthodox,"d0d7160824278840""",145 lbs.,13,96
0,Raphael,"5' 5""",Assuncao,5,"66.0""",Orthodox,"2f13e4020cea5b38""",135 lbs.,26,97
0,Bazigit,"6' 1""",Atajev,1,--,Orthodox,"fd7acf42bd6e7e95""",230 lbs.,17,98
0,Rich,"5' 10""",Attonito,5,"72.0""",Orthodox,"210935fd21670f6d""",170 lbs.,10,99
0,Olivier,"5' 9""",Aubin-Mercier,2,"70.0""",Southpaw,"55ee431411ccf07a""",155 lbs.,12,100
1,Pat,"6' 0""",Audinwood,2,--,Orthodox,"196ed28337adc630""",155 lbs.,9,101
0,Marcus,"5' 10""",Aurelio,10,"74.0""",Orthodox,"04643fd03d9159cc""",155 lbs.,21,102
0,Blas,"6' 0""",Avena,6,"74.0""",Orthodox,"8753e125f4499816""",170 lbs.,7,103
0,Levi,"6' 1""",Avera,10,--,,"ba5c6eeb8ef45f5c""",170 lbs.,16,104
0,Anthony,"5' 7""",Avila,1,--,,"033d19259f589457""",145 lbs.,6,105
0,Chris,"5' 10""",Avila,4,"72.0""",Orthodox,"4665cbf36b08193b""",145 lbs.,5,106
0,Saad,"5' 11""",Awad,5,--,,"da603332ad41f165""",155 lbs.,9,107
0,Javy,"6' 1""",Ayala,5,--,,"26387c19f32dda0f""",265 lbs.,10,108
0,Jessin,"6' 0""",Ayari,4,"73.0""",Orthodox,"6eaec40f724852f4""",170 lbs.,16,109
1,Abu,"5' 10""",Azaitar,1,--,,"46d0a888d87d91ac""",185 lbs.,13,110
0,Luiz,"5' 9""",Azeredo,10,--,Orthodox,"063649e21bc9d6d5""",154 lbs.,15,111
1,Luciano,"6' 3""",Azevedo,9,--,Orthodox,"9bcfb40dbcd50568""",161 lbs.,16,112
0,Niklas,"6' 1""",Backstrom,2,"74.0""",Orthodox,"39cc64bf0a269db9""",145 lbs.,8,113
0,Seth,"6' 3""",Baczynski,11,"74.0""",Orthodox,"fd5b6598a3b70c0a""",170 lbs.,18,114
0,Ryan,"6' 2""",Bader,5,"74.0""",Orthodox,"c0ab242c40decc55""",205 lbs.,23,115
0,Izabela,"5' 5""",Badurek,3,--,Orthodox,"4fcf6e0c4e0e6664""",115 lbs.,5,116
0,Ali,"5' 4""",Bagautinov,5,"65.0""",Orthodox,"3dd92ff9fb0412b3""",125 lbs.,14,117
0,Mehdi,"6' 1""",Baghdad,4,"75.0""",Orthodox,"e4d2564ea0e34e2b""",155 lbs.,11,118
1,Siyar,"5' 11""",Bahadurzada,6,"73.0""",Orthodox,"aec185309b4843d0""",185 lbs.,23,119
0,Shamar,"5' 9""",Bailey,5,"75.0""",,"e2b8186b618b00c4""",155 lbs.,12,120
0,Jordan,"5' 9""",Bailey,3,--,,"34dbcd4dbaf21a36""",145 lbs.,6,121
0,Bryan,"6' 3""",Baker,3,--,Orthodox,"898337ef520fe4d3""",185 lbs.,16,122
0,Oluwale,"5' 11""",Bamgbose,4,"78.0""",Switch,"04b39f4e8eb59d7c""",185 lbs.,6,123
0,Stephen,"6' 0""",Banaszak,5,--,,"4c4b44e3cf5815b3""",145 lbs.,5,124
0,Marcin,"5' 10""",Bandel,4,"70.0""",Orthodox,"5c2ce761399dc9c5""",155 lbs.,13,125
0,Humberto,"5' 11""",Bandenay,4,--,Southpaw,"2c2caf2f2bab9df5""",145 lbs.,14,126
0,Tae Hyun,"5' 9""",Bang,10,"71.0""",Switch,"9a2d3567abc02e34""",155 lbs.,18,127
1,Antonio,"5' 5""",Banuelos,7,"63.0""",Orthodox,"9ddfb3369a3b0394""",135 lbs.,19,128
0,Renan,"5' 6""",Barao,6,"70.0""",Orthodox,"2c99576fefe53c7c""",135 lbs.,36,129
1,Junior,"5' 10""",Barata,3,--,Orthodox,"06dced58ca24a6bd""",170 lbs.,8,130
0,Bryan,"6' 0""",Barberena,5,"72.0""",Southpaw,"a331233f597090a5""",170 lbs.,13,131
0,Edson,"5' 11""",Barboza,5,"75.0""",Orthodox,"64a50dad704d1d49""",155 lbs.,19,132
0,Raoni,"5' 7""",Barcelos,1,--,,"b9f28e7045fdfce7""",145 lbs.,11,133
0,Luke,"6' 6""",Barnatt,3,"77.0""",Orthodox,"172c2135e70f87b7""",185 lbs.,8,134
0,James,"5' 8""",Barnes,2,--,,"c06a5c95f1169c0b""",145 lbs.,7,135
0,Nick,"5' 11""",Barnes,2,--,,"78a5eea49638685d""",170 lbs.,11,136
0,Josh,"6' 3""",Barnett,8,"78.0""",Orthodox,"ad3f53c454cbbead""",250 lbs.,35,137
1,David,"5' 6""",Baron,3,--,Switch,"80c0bed43da0e27b""",155 lbs.,17,138
0,Phil,"5' 9""",Baroni,15,"72.0""",Orthodox,"1652f3213655b935""",170 lbs.,14,139
0,Carlos,"6' 4""",Barreto,9,--,Orthodox,"a220be6d41d6f97d""",230 lbs.,14,140
0,David,"5' 6""",Barrios,5,--,,"e6015889f50075d2""",145 lbs.,4,141
0,Alexandre,"5' 9""",Barros,8,--,Southpaw,"8fd1f27e86661ede""",170 lbs.,18,142
0,Francimar,"6' 1""",Barroso,7,"75.0""",Orthodox,"b69f24c500d783e7""",205 lbs.,19,143
0,Pat,"5' 11""",Barry,7,"74.0""",Orthodox,"658c3465581ae46b""",235 lbs.,8,144
1,Enrique,"5' 7""",Barzola,3,"70.0""",,"be0b310a12eb80b4""",145 lbs.,15,145
0,Stephen,"5' 9""",Bass,1,--,,"1cecc8fe6748a532""",145 lbs.,10,146
0,Ryan,"5' 5""",Bastianelli,2,--,,"29508aff4d93cbbe""",135 lbs.,5,147
0,Shayna,"5' 7""",Baszler,10,"67.0""",Orthodox,"8ef4a91ac694b7ce""",135 lbs.,15,148
0,Chris,"5' 7""",Beal,3,"69.0""",Orthodox,"55f446032177b119""",125 lbs.,10,149
0,Rudy,"5' 11""",Bears,11,--,Southpaw,"74f13066b1417ef3""",170 lbs.,13,150
0,Salvador,"5' 9""",Becerra,2,--,,"4fd76e7ba8313457""",155 lbs.,5,151
0,Ariel,"5' 6""",Beck,5,"66.0""",,"b96939f2b8d88e82""",125 lbs.,4,152
0,Jeff,"5' 6""",Bedard,3,--,Orthodox,"93bf96be327fcd98""",145 lbs.,13,153
0,Eric,"6' 2""",Bedard,7,--,,"ce05955c26c3c090""",239 lbs.,6,154
1,Johnny,"5' 10""",Bedford,13,"71.0""",Orthodox,"ffc3e6daaa6da0b7""",135 lbs.,19,155
1,Chase,"5' 7""",Beebe,8,"67.0""",Orthodox,"b16a7e6a627e9789""",135 lbs.,19,156
0,Lyle,"5' 10""",Beerbohm,2,--,Southpaw,"babc6b5745335f18""",155 lbs.,15,157
0,Mirsad,"5' 8""",Bektic,1,"70.0""",Orthodox,"cbd3e590a85b18c5""",145 lbs.,12,158
0,Alan,"6' 2""",Belcher,7,"73.0""",Orthodox,"4130a743d9d22163""",185 lbs.,17,159
0,Vitor,"6' 0""",Belfort,13,"74.0""",Southpaw,"0ee783aa00e468f0""",185 lbs.,26,160
0,Joey,"6' 1""",Beltran,9,"75.0""",Orthodox,"46baf0f57edfa4df""",185 lbs.,15,161
0,Marco,"5' 8""",Beltran,7,"69.0""",Orthodox,"ec71a892fada28c7""",125 lbs.,8,162
0,Joseph,"5' 4""",Benavidez,4,"65.0""",Southpaw,"80eacd4da0617c57""",125 lbs.,25,163
1,Dave,"6' 2""",Beneteau,5,--,Orthodox,"9fd1f08dd4aec14a""",250 lbs.,6,164
1,Karla,"5' 3""",Benitez,2,--,,"6104730621ff318d""",113 lbs.,6,165
0,Gabriel,"5' 8""",Benitez,7,"71.0""",Southpaw,"436f970c9ea9169c""",145 lbs.,20,166
2,Charles,"5' 8""",Bennett,23,--,Orthodox,"8dc4f34c1f50d00d""",155 lbs.,25,167
0,Josh,"6' 4""",Bennett,13,--,Orthodox,"c3ac8d0da7b05772""",259 lbs.,12,168
1,DeAnna,"5' 4""",Bennett,3,"68.0""",,"404ecb2700844072""",125 lbs.,8,169
0,Lance,"5' 11""",Benoist,2,"73.0""",Southpaw,"5431dccc09118234""",170 lbs.,7,170
0,Joe,"5' 9""",Benoit,4,--,Orthodox,"a30f6d375dea5f9b""",170 lbs.,11,171
0,Ryan,"5' 5""",Benoit,5,"68.0""",Orthodox,"20999e27ddd94bda""",125 lbs.,10,172
2,Pat,"5' 9""",Benson,6,--,,"a25f3dc0df974597""",155 lbs.,3,173
0,Len,"5' 9""",Bentley,4,--,,"592d23aed850e652""",155 lbs.,9,174
2,Steve,"5' 11""",Berger,22,--,Orthodox,"21b1132949f2a9b0""",170 lbs.,21,175
1,Bret,"5' 9""",Bergmark,1,--,,"2891c9f7b26b26fc""",170 lbs.,6,176
0,Keith,"6' 0""",Berish,1,"73.0""",Orthodox,"e3779ef06e98f185""",205 lbs.,5,177
0,Dennis,"5' 6""",Bermudez,8,"66.0""",Orthodox,"6f242453c91a5af0""",145 lbs.,17,178
0,Manny,"5' 10""",Bermudez,0,"71.0""",Orthodox,"2dc1bc1a02961656""",135 lbs.,12,179
1,Keith,"6' 1""",Berry,9,--,,"0b935b9bbbe5fc07""",185 lbs.,10,180
1,Edson,"5' 6""",Berto,9,--,Orthodox,"66766984842c13dc""",155 lbs.,16,181
0,Allen,"5' 8""",Berube,3,--,Orthodox,"aebfb84d1f6d2d8c""",155 lbs.,4,182
0,Anton,"6' 2""",Berzin,1,--,Orthodox,"8ba8e8d7eafa7267""",205 lbs.,5,183
0,Scott,"6' 4""",Bessac,6,--,,"3f24c96753dbd9f9""",245 lbs.,4,184
0,Matt,"5' 10""",Bessette,8,"70.0""",Orthodox,"0b8d512c79b4baf3""",145 lbs.,22,185
0,Fernando,--,Bettega,5,--,,"a524710c3ef918fa""",170 lbs.,7,186
0,Arjan,"6' 1""",Bhullar,1,"75.0""",Orthodox,"7e511f8d842a109d""",245 lbs.,7,187
0,Magomed,"5' 5""",Bibulatov,1,"65.0""",Orthodox,"87f19d19f4cb73f8""",125 lbs.,14,188
0,David,"5' 10""",Bielkheden,9,"71.0""",Orthodox,"1efa064872f089d0""",155 lbs.,16,189
0,Jeremiah,"5' 9""",Billington,2,--,Orthodox,"b3b6e80b7d5f8f0d""",205 lbs.,11,190
1,Scott,"5' 10""",Bills,9,--,,"53f02bbc41d99432""",170 lbs.,8,191
0,Anthony,"5' 8""",Birchak,3,"69.0""",Orthodox,"c5a126ace82a6025""",135 lbs.,13,192
0,Michael,"6' 1""",Bisping,9,"75.0""",Orthodox,"2b93ebd9f5417ad2""",185 lbs.,31,193
0,Amaury,"5' 9""",Bitetti,2,--,Orthodox,"7a359ef685a304a7""",185 lbs.,5,194
0,Jan,"6' 2""",Blachowicz,7,"78.0""",Orthodox,"99df7d0a2a08a8a8""",205 lbs.,22,195
1,Jason,"5' 8""",Black,4,--,Orthodox,"b2f743746e8dcfa2""",155 lbs.,23,196
1,Brad,"5' 10""",Blackburn,13,"73.0""",Orthodox,"7e69a4b0961aa555""",170 lbs.,18,197
0,Tom,--,Blackledge,7,--,,"2adb11835acd815b""",205 lbs.,10,198
1,Maximo,"5' 8""",Blanco,8,"71.0""",Orthodox,"4a1329cc8eb0928a""",145 lbs.,12,199
0,Curtis,"6' 4""",Blaydes,1,"80.0""",Orthodox,"fa6796c55d6c5440""",265 lbs.,9,200
0,Arlene,"5' 5""",Blencowe,6,--,,"35d6337320a4ae48""",145 lbs.,9,201
0,Byron,"5' 8""",Bloodworth,3,"69.0""",Orthodox,"ecdf14f4f8643d39""",135 lbs.,6,202
0,Dan,"6' 2""",Bobish,9,--,Southpaw,"f348d05403fad037""",345 lbs.,17,203
0,Mark,"5' 8""",Bocek,5,"75.0""",Orthodox,"cf9d24e4bd0cf2ce""",155 lbs.,12,204
0,Kyle,"5' 7""",Bochniak,3,"70.0""",Orthodox,"c5af5750e8bae4f0""",145 lbs.,8,205
0,James,"6' 4""",Bochnovic,2,"81.0""",Orthodox,"984d15d5dc7bfcf9""",205 lbs.,8,206
0,Tim,"6' 0""",Boetsch,12,"74.0""",Orthodox,"c80095f6092271a7""",185 lbs.,21,207
0,Galore,"5' 11""",Bofando,3,"72.0""",Switch,"8a56ea383fd26e52""",170 lbs.,5,208
0,Jay,--,Bogan,6,--,,"53c21779d84ceb75""",145 lbs.,6,209
0,Derek,"6' 4""",Bohi,5,--,,"70a1c7626b5e0599""",260 lbs.,8,210
0,Jerry,"5' 11""",Bohlander,4,--,Orthodox,"93892752c5fc23ca""",199 lbs.,11,211
2,Kotetsu,"5' 9""",Boku,7,--,Orthodox,"d227958e8a0c1466""",154 lbs.,18,212
0,Kyle,"6' 2""",Bolt,4,--,,"9d455d5cfe6a0e35""",185 lbs.,8,213
2,Luc,"6' 2""",Bondole,2,--,,"8691881b31c16b88""",205 lbs.,5,214
1,Tony,"6' 2""",Bonello,2,--,,"702a72aa7a266d86""",185 lbs.,16,215
1,Jesse,"6' 0""",Bongfeldt,5,--,Orthodox,"934de214814b8ff4""",185 lbs.,15,216
0,Marcos,"5' 10""",Bonilla,4,--,,"d311fbefff44a39b""",145 lbs.,4,217
0,Stephan,"6' 4""",Bonnar,8,"78.0""",Orthodox,"c6a33ff198aaaeeb""",205 lbs.,17,218
0,Ray,"5' 4""",Borg,3,"63.0""",Orthodox,"a4de54ea806fb525""",125 lbs.,11,219
0,Steve,"5' 11""",Bosse,2,"72.0""",Orthodox,"e023fa2e648ea0f1""",205 lbs.,12,220
0,Chris,--,Bostick,3,--,,"239224bedeb2c7a4""",--,6,221
0,Poliana,"5' 8""",Botelho,1,--,Orthodox,"5c126c6aac3ef364""",125 lbs.,6,222
0,Gregory,"6' 2""",Bouchelaghem,4,--,Switch,"59851163aaf1aed8""",183 lbs.,5,223
0,Roy,"6' 0""",Boughton,8,--,,"2aaf0181432adf0b""",205 lbs.,14,224
1,Mike,"6' 0""",Bourke,16,--,Orthodox,"dfdd0c5dd0d4bc23""",275 lbs.,10,225
0,Brian,"5' 7""",Bowles,3,"70.0""",Orthodox,"b26d3e3746fb4024""",135 lbs.,10,226
0,Roger,"5' 9""",Bowling,5,"68.0""",Orthodox,"3b9f723e2720a238""",155 lbs.,11,227
0,Blake,"6' 2""",Bowman,4,--,,"a95a0504fd73bd3e""",170 lbs.,2,228
0,Ashe,"5' 9""",Bowman,10,--,,"8a0a35e7c74bebcc""",155 lbs.,9,229
0,Kyle,"5' 9""",Bradley,8,"71.0""",Orthodox,"a6959da32f0e6b5d""",155 lbs.,15,230
0,Paul,"5' 9""",Bradley,3,--,Orthodox,"c7011de4765d2497""",170 lbs.,18,231
2,Ebenezer Fontes,"6' 0""",Braga,7,--,Orthodox,"dc950d59dc590aca""",199 lbs.,13,232
1,Joe,"5' 8""",Brammer,3,--,Orthodox,"013da757877044a2""",155 lbs.,7,233
0,David,"6' 1""",Branch,4,"78.0""",Orthodox,"d2c55d1d2e67773b""",185 lbs.,21,234
0,Diego,"5' 7""",Brandao,11,"68.0""",Orthodox,"c2e3e67b5911bfb7""",145 lbs.,24,235
0,Michael,--,Bravo,4,--,,"dc63542668295c23""",155 lbs.,7,236
0,Martin,"5' 8""",Bravo,1,"71.0""",Southpaw,"9c44f290f5726d95""",145 lbs.,12,237
0,Tom,"6' 3""",Breese,1,"73.0""",Southpaw,"1588b787bda7b540""",185 lbs.,10,238
1,Chris,"5' 8""",Brennan,13,--,Orthodox,"b19fc66613dc75b9""",170 lbs.,19,239
0,Charlie,"5' 10""",Brenneman,8,"72.0""",Orthodox,"98f6da59d765ec94""",155 lbs.,19,240
1,Jason,"5' 11""",Brilz,5,"71.0""",Orthodox,"497ba5b12a4bfc47""",205 lbs.,18,241
0,Marcus,"5' 4""",Brimage,5,"71.0""",Southpaw,"81801f57bd0a7c41""",135 lbs.,7,242
0,Aaron,"6' 3""",Brink,21,--,Orthodox,"cf1a88371c8cb690""",205 lbs.,25,243
1,Henry,"5' 8""",Briones,7,"69.0""",,"01fcef7e3d051722""",135 lbs.,19,244
0,Marcelo,"6' 1""",Brito,5,--,Orthodox,"3a97fda0de6f1fa4""",170 lbs.,8,245
0,Antwain,"6' 1""",Britt,5,"77.0""",,"2833f50b20e96e52""",205 lbs.,11,246
0,Drew,--,Brokenshire,2,--,,"aa571d75f80fde7d""",--,4,247
1,Mike,"6' 0""",Bronzoulis,3,--,,"df3c39573d01f55b""",155 lbs.,13,248
0,Jonathan,"6' 0""",Brookins,6,"73.0""",Southpaw,"b0a6124751a56bc4""",145 lbs.,14,249
0,Will,"5' 10""",Brooks,4,"72.0""",Orthodox,"b6e6c3b1dcaae0a1""",155 lbs.,18,250
0,Jarred,"5' 3""",Brooks,1,"62.0""",Switch,"81d9df19e255b8b6""",125 lbs.,13,251
1,Rob,"6' 2""",Broughton,7,"74.0""",,"a7d687e6ecb30981""",265 lbs.,15,252
0,Lee,"6' 1""",Brousseau,3,--,,"0974d8d4053a7237""",205 lbs.,5,253
0,Matt,"6' 0""",Brown,16,"75.0""",Orthodox,"31123249b0bbf52e""",170 lbs.,23,254
0,Mike,"5' 6""",Brown,9,"70.0""",Orthodox,"e0b74df14f52cd15""",145 lbs.,26,255
0,Dominic,"5' 11""",Brown,21,--,,"52b3ec072ad497a4""",190 lbs.,14,256
